,iNKT_VD1,iNKT_VD2,DysiNKTD1,DysiNKTD2,iNKTD1,iNKTD2
ENSG00000163016,0.153105,0,0.653835,0.113114,0,0.202177
ENSG00000163017,0.113902,0,0,0,0.087751,0.058776
ENSG00000163026,7.82684,6.84063,6.423354,6.267905,9.206457,6.696986
ENSG00000163029,37.285493,48.624335,43.282719,47.014538,35.332227,39.145957
ENSG00000163032,1.347832,0.946885,0.844402,0.046471,0.5011,1.345428
ENSG00000163040,30.216472,24.957071,29.656486,9.232251,4.514169,7.148018
ENSG00000163041,585.399032,696.966162,584.008741,702.082337,801.160168,816.942939
ENSG00000163046,0.058717,0,0.221431,0,0.043425,0.045317
ENSG00000163050,31.901033,31.221736,34.313417,37.774839,13.716374,25.353733
ENSG00000163053,1.004491,0.172966,1.507542,0.907652,0.430994,0.783765
ENSG00000163060,0.596615,0.748893,0.661968,0.893368,0.181562,0.625214
ENSG00000163064,0,0,0,0,0,0
ENSG00000163069,6.569938,7.163835,6.403094,5.964966,10.125506,12.349852
ENSG00000163071,0.053631,0.027997,0,0.867251,0.301252,0.180387
ENSG00000163072,0.345929,0.051649,0.18639,0.218845,0,0.19576
ENSG00000163075,0.045194,0,0.08526,0,0,0.022353
ENSG00000163081,0,0,0,0,0,0
ENSG00000163082,0.312041,2.070684,0.280326,0.542376,0.016467,0.661424
ENSG00000163083,0.209579,0.048618,0,0,0,0
ENSG00000163092,0,0,0,0,0,0
ENSG00000163093,6.259792,4.555968,6.182896,4.034996,3.394608,3.739748
ENSG00000163098,0,0,0,0,0,0
ENSG00000163104,15.751579,21.755252,18.295584,22.980086,23.123677,24.160506
ENSG00000163106,0.298444,0.779795,1.000558,2.487801,4.78099,3.222144
ENSG00000163110,19.502011,18.835722,13.105989,14.654285,11.248658,15.134937
ENSG00000163114,0,0,0,0,0,0
ENSG00000163116,0,0.051389,0,0,0,0
ENSG00000163121,0.386991,0.091533,0.665528,0.319323,0,0.093496
ENSG00000163125,14.013383,19.135412,21.799374,22.659029,18.813023,23.060429
ENSG00000163126,19.712565,21.419323,28.2829,18.080511,9.983271,15.478299
ENSG00000163131,61.437355,76.920701,140.359218,154.977593,137.33445,160.383441
ENSG00000163132,0.611804,0.042611,0.102569,0.090339,0,0
ENSG00000163138,5.503071,5.232123,8.879141,9.373212,5.586479,7.033651
ENSG00000163141,2.171477,0.613653,4.184021,3.61267,0.253934,0.266649
ENSG00000163145,0,0,0,0,0,0
ENSG00000163154,26.799329,35.595803,41.0718,65.025771,56.070766,74.538252
ENSG00000163155,1.274011,1.322128,0.466004,0.55629,1.174842,0.855604
ENSG00000163156,71.022234,83.216407,82.792604,96.425957,85.595318,102.550866
ENSG00000163157,0.228616,0.391301,3.032289,1.525034,0.215735,0.355586
ENSG00000163159,41.63295,38.181356,33.866272,46.464599,50.250118,45.386697
ENSG00000163161,27.172925,34.121237,50.783541,51.465156,46.396287,47.255356
ENSG00000163162,116.685632,104.744915,154.624663,114.27535,61.606066,89.619052
ENSG00000163166,33.429321,39.806128,32.302051,40.044647,40.053647,47.207186
ENSG00000163170,22.881896,16.726612,15.216621,21.661031,71.775242,44.345869
ENSG00000163171,75.799844,75.217633,70.970062,100.42167,51.304063,98.252702
ENSG00000163191,321.513274,610.706924,548.954645,913.785328,1335.129905,1324.346542
ENSG00000163202,0,0.202042,0,0,0,0
ENSG00000163206,0,0,0,0,0,0
ENSG00000163207,0,0,0,0,0,0
ENSG00000163209,0,0,0,0.245491,0,0
ENSG00000163214,8.702614,6.986608,7.398583,6.625778,8.446485,8.934947
ENSG00000163216,0,0.169137,0,0,0,0
ENSG00000163217,0.103376,0.162079,0,0,0,0
ENSG00000163218,0,0,0,0,0,0
ENSG00000163219,91.241091,123.17197,124.935011,172.973826,151.763423,180.569225
ENSG00000163220,1.067778,0,0.267594,1.435067,0,0
ENSG00000163221,0,0,0,0,0,0
ENSG00000163235,0.321746,1.041075,1.490973,1.964344,0,0
ENSG00000163239,0,0,0,0,0,0
ENSG00000163249,10.149165,7.506044,5.43066,7.40131,5.517914,7.458222
ENSG00000163251,0.78739,0.688276,0.240925,0.035281,0.149311,0.126241
ENSG00000163254,0,0,0,0,0,0
ENSG00000163257,33.673384,40.020098,49.670774,40.405267,18.676523,34.278202
ENSG00000163263,0,0.548336,0,0,1.158658,0
ENSG00000163273,0,0,0,0,0,0
ENSG00000163281,11.5353,12.711012,12.861035,14.283326,14.350897,16.714161
ENSG00000163283,0,0,0,0,0,0
ENSG00000163285,0,0,0,0,0,0
ENSG00000163286,0,0,0,0,0,0
ENSG00000163288,0,0,0,0,0,0
ENSG00000163291,9.402769,9.104211,6.361376,7.563719,7.677112,6.585267
ENSG00000163293,0.01361,0.056807,0.119199,0.709744,0.254586,0.428967
ENSG00000163295,0,0,0,0,0,0
ENSG00000163297,114.303841,129.465965,112.900947,140.256713,165.654765,185.845372
ENSG00000163312,15.672942,15.392316,16.363517,14.89953,10.672815,13.422827
ENSG00000163319,19.42816,23.899829,18.573416,21.555043,44.890681,36.440761
ENSG00000163320,97.112969,149.976458,130.142931,160.634858,86.573936,110.626849
ENSG00000163322,22.034062,17.89577,18.56171,16.65263,8.511617,8.169731
ENSG00000163328,22.64568,26.967119,19.499763,16.188885,1.344245,9.732476
ENSG00000163331,0,0,0,0,0,0
ENSG00000163344,28.225771,28.184219,22.326131,29.076899,57.96346,51.217459
ENSG00000163346,315.740505,362.861682,517.400559,575.194927,149.326614,309.906386
ENSG00000163347,0.106433,1.02208,2.222134,1.389069,0,0
ENSG00000163348,61.235412,68.902776,54.684404,47.663712,43.295735,53.625949
ENSG00000163349,38.657552,48.201709,35.791322,29.520813,36.91948,41.712899
ENSG00000163352,0.45843,0,0,0,0,0
ENSG00000163354,5.119665,3.061228,1.72746,0.519523,0.217897,0.148435
ENSG00000163357,0,0,0.193965,0.151054,0,0
ENSG00000163359,0.035213,0.044831,0.013337,0,0.243354,0.133077
ENSG00000163362,4.245367,3.146818,1.395777,2.125281,2.390399,1.958106
ENSG00000163374,58.277524,66.416456,73.477719,86.127384,62.957965,69.735899
ENSG00000163376,6.329975,5.482622,6.881093,2.367606,6.846839,6.587293
ENSG00000163377,0,0,0,0,0,0
ENSG00000163378,4.310218,6.926424,10.28274,13.942769,13.368006,18.15687
ENSG00000163380,0.143996,0.169168,0.135837,0.119518,0.026731,0.19334
ENSG00000163382,58.741294,36.166732,35.630982,37.980852,51.636792,61.466815
ENSG00000163389,26.81068,31.932602,30.843596,22.896404,13.330758,19.250971
ENSG00000163393,0.692044,0.256771,5.08491,1.995509,1.371234,0.532355
ENSG00000163394,0,0,0,0,0,0
ENSG00000163395,0,0,0,0.006565,0,0
ENSG00000163399,145.214684,151.490759,133.82783,127.779928,151.481949,153.767365
ENSG00000163406,4.499106,4.472995,6.589299,1.737126,0.814357,1.480098
ENSG00000163412,41.546622,49.988062,35.636,45.951974,58.758036,44.3929
ENSG00000163421,6.704068,7.079178,7.181725,5.232607,20.728452,5.279092
ENSG00000163424,0,0,0,0,0,0
ENSG00000163428,9.995668,11.938289,9.202803,7.298562,16.172129,13.659584
ENSG00000163430,0,0.012595,0.197403,0.523636,0,0
ENSG00000163431,0,0,0,0,0,0
ENSG00000163435,0.511746,1.509164,1.936646,0.16079,0.141884,0.07164
ENSG00000163440,0,0,0,0,0,0
ENSG00000163444,118.97148,91.995805,80.213286,78.691044,56.379189,65.194227
ENSG00000163449,4.109766,2.017052,2.28789,1.724478,0.594987,2.76345
ENSG00000163453,0.17585,0.551587,1.031582,0.196258,0.867006,0.638789
ENSG00000163462,11.440375,12.509384,11.406265,9.213053,5.459948,10.178438
ENSG00000163463,180.116528,215.8979,159.626305,235.655695,219.793896,302.702108
ENSG00000163464,0.430581,2.344529,0.27074,2.008239,1.227294,2.64775
ENSG00000163466,586.846534,668.40945,642.7616,644.682761,961.478707,771.430675
ENSG00000163467,0.141459,0,0.386333,0,0.230735,0
ENSG00000163468,99.00589,99.423883,76.348512,81.227244,174.476238,108.75137
ENSG00000163472,8.176604,9.6528,12.380659,11.158017,5.490716,8.398324
ENSG00000163479,400.318636,409.359931,371.179465,518.978324,443.212352,503.210719
ENSG00000163481,26.840441,24.174219,20.088364,25.806804,18.119841,24.685244
ENSG00000163482,23.789065,25.967162,30.319915,20.903169,7.936632,5.791257
ENSG00000163485,0,0.145447,0,0,0,0
ENSG00000163491,0.998839,1.783772,2.34651,1.217682,0.739714,1.095682
ENSG00000163492,0.580252,0.560559,0.773625,0.654421,0.180319,0.50804
ENSG00000163497,0,0,0,0,0,0
ENSG00000163499,0,0,0,0,0,0
ENSG00000163501,0,0,0.048848,0.086034,0,0.15382
ENSG00000163507,7.769291,12.01845,8.790385,10.917011,39.318451,18.566289
ENSG00000163508,21.821669,17.04998,32.867058,29.295382,111.136792,38.425168
ENSG00000163510,14.613682,14.361431,16.809442,19.017859,19.296515,23.783803
ENSG00000163512,64.166645,78.577588,47.099914,68.090271,90.668729,61.052187
ENSG00000163513,63.53411,67.605335,100.174185,88.972246,57.399465,80.610713
ENSG00000163515,0,0,0,0,0,0
ENSG00000163516,226.898772,134.316142,180.0147,116.524174,28.93631,67.061579
ENSG00000163517,4.142773,4.364696,2.381174,2.234171,0.464801,2.11703
ENSG00000163518,0,0,0,0,0,0
ENSG00000163519,85.260125,131.726008,123.980088,112.813067,145.467806,134.097199
ENSG00000163520,0.017734,0.055525,0,0.01961,0,0
ENSG00000163521,5.28085,7.031292,3.882129,4.065972,2.426723,4.592118
ENSG00000163527,136.170722,155.733796,156.76572,163.724658,125.283326,136.842421
ENSG00000163528,7.340672,5.45089,6.48812,7.801488,12.980543,9.285307
ENSG00000163530,0,0,0,0,0,0
ENSG00000163531,0.014773,0.074051,0.055747,0.049039,0.064984,0.014609
ENSG00000163534,0,0.037998,0,0,0,0
ENSG00000163535,8.765793,12.249667,9.519022,9.342385,29.094667,15.110401
ENSG00000163536,12.856534,10.146223,3.529735,3.578845,4.61595,3.481604
ENSG00000163539,15.604246,19.329548,18.334621,15.958225,15.817498,22.744656
ENSG00000163541,58.375568,71.517463,50.922316,52.36678,81.880282,63.213816
ENSG00000163545,1.878635,1.758654,1.597498,1.881917,0.445855,0.759124
ENSG00000163554,0,0,0,0,0.580865,0
ENSG00000163558,16.790252,23.251326,17.919397,18.753897,11.549789,12.183844
ENSG00000163563,0,0.047948,0,0.235472,0,0
ENSG00000163564,63.178643,92.187141,100.948455,145.161205,120.383576,101.762655
ENSG00000163565,151.589198,223.936699,184.244308,234.913237,349.696229,274.317484
ENSG00000163568,18.370097,6.404501,32.488984,4.064111,7.575717,1.169446
ENSG00000163576,0.161067,1.060767,0.242903,2.069931,0.046207,1.56731
ENSG00000163577,13.601927,10.400725,4.269735,8.212825,10.050732,5.896716
ENSG00000163581,0,0,0,0,0,0
ENSG00000163584,82.441095,45.628751,70.427477,46.402715,150.110157,47.384524
ENSG00000163586,0,0,0,0,0,0
ENSG00000163590,7.590998,3.069891,4.153205,0.957333,0.717133,1.025618
ENSG00000163596,1.634557,1.595692,2.012411,2.282566,2.208974,2.242361
ENSG00000163599,19.658721,34.674742,37.721357,47.454186,36.202404,14.454321
ENSG00000163600,60.792126,81.080246,47.122206,46.868841,55.418117,52.79753
ENSG00000163602,10.426859,11.56453,10.184522,10.082438,8.783283,9.810326
ENSG00000163605,47.047261,60.185329,42.574649,41.93068,51.088654,43.946263
ENSG00000163606,20.943194,34.823268,25.812153,31.258531,22.018793,28.377143
ENSG00000163607,36.730797,39.237549,37.219679,28.402973,32.573964,23.678109
ENSG00000163608,63.912239,71.031866,65.078229,53.83326,43.04448,46.836502
ENSG00000163611,10.642817,10.544326,15.025556,6.98033,5.336873,2.940891
ENSG00000163612,0,0,0,0,0,0
ENSG00000163617,6.067215,4.840528,5.544454,5.495112,0.777176,3.179
ENSG00000163618,0.038306,0.040015,0.096335,0.127246,0.028317,0
ENSG00000163623,0,0,0,0,0,0
ENSG00000163624,0.146933,0.102224,0.143745,0.108306,0,0
ENSG00000163625,0.041502,0.08651,0.421609,0.03795,0.061356,0.040888
ENSG00000163626,16.634974,16.261258,15.124055,17.416896,14.470178,13.161377
ENSG00000163629,0.577233,1.053201,0.483263,0.580683,0.250634,0.763221
ENSG00000163630,0,0,0,0,0,0
ENSG00000163631,0,0,0.068867,0,0,0.24796
ENSG00000163632,0,0,0,0,0,0
ENSG00000163633,0.339377,0,0.137921,0,0,0
ENSG00000163634,61.001134,73.890357,48.597277,45.790465,78.501967,65.732793
ENSG00000163635,20.151497,30.395491,46.596842,42.333164,19.756311,28.441736
ENSG00000163636,67.140896,83.755635,48.110295,62.133106,91.842973,79.496863
ENSG00000163637,0.158627,0.018395,0.110844,0.038978,0.039059,0
ENSG00000163638,0,0,0,0,0,0
ENSG00000163644,39.286063,42.658102,54.112373,40.887179,27.14223,30.819177
ENSG00000163645,0.285096,0.149128,0.172724,0.158183,0.05273,0.075666
ENSG00000163646,0,0,0,0,0,0
ENSG00000163655,46.943632,64.135524,36.877559,35.353185,64.278301,49.142189
ENSG00000163659,73.053157,62.439083,51.025305,30.732958,32.503579,40.237081
ENSG00000163660,201.97234,234.983898,349.448993,291.833304,92.869824,200.89357
ENSG00000163661,0,0,0,0.045143,0,0
ENSG00000163666,0.342078,0.099137,0,0.152629,0,0
ENSG00000163673,0,0,0,0,0,0
ENSG00000163681,31.927462,31.73564,32.563939,34.328893,28.086906,29.729274
ENSG00000163682,188.132159,923.654722,126.514529,714.402296,91.794446,674.562695
ENSG00000163683,19.122409,18.024049,21.702187,23.239762,8.668304,13.729765
ENSG00000163684,6.196078,7.58304,8.167133,7.138905,8.967349,9.513725
ENSG00000163686,13.426397,9.909543,7.4057,5.583814,6.11682,7.942539
ENSG00000163687,0,0,0,0,0,0
ENSG00000163689,0.028675,0.130199,0,0.116076,0.197164,0.537959
ENSG00000163694,0.279782,2.378174,0.572649,1.621164,0.932635,2.75713
ENSG00000163697,0.314075,0.379361,0.291596,0.335256,1.41901,1.942705
ENSG00000163701,0.880848,3.459919,2.177469,3.615375,2.788734,3.322449
ENSG00000163702,0.556625,1.008029,0.787042,1.134642,0.413487,0.963252
ENSG00000163703,30.851818,28.520724,32.948855,33.050113,13.999164,25.97519
ENSG00000163704,4.861082,8.42196,3.669686,3.995569,3.689616,3.86267
ENSG00000163705,0,0,0,0,0,0
ENSG00000163710,0.265427,0,0,0,0.227125,0
ENSG00000163714,66.19392,68.900235,80.382081,90.740362,72.243504,68.623388
ENSG00000163719,33.46042,42.30207,35.307793,42.705171,37.796826,39.811093
ENSG00000163728,47.460281,48.306705,94.209927,74.604749,28.64439,43.983791
ENSG00000163734,0.049561,0.2964,0,0,0,0.166224
ENSG00000163735,0.090246,0.031412,0.340471,0.166454,0,0
ENSG00000163736,0,0,0,0,0,0
ENSG00000163737,0,0,0,0,0,0
ENSG00000163738,5.187831,4.610612,5.073145,3.952123,3.338628,3.472006
ENSG00000163739,0,0.170835,0,0,0,0
ENSG00000163743,32.18514,40.844402,26.67037,47.9828,39.096247,35.040906
ENSG00000163746,0.057924,0,0.776981,0,0.101108,0
ENSG00000163749,0.043767,0.114215,0.35706,0.217844,0.016167,0.108237
ENSG00000163751,0,0,0,0,0.131892,0.720774
ENSG00000163754,77.595827,87.772519,111.416158,99.74514,121.643529,104.935818
ENSG00000163755,35.748877,43.122208,42.019675,45.456618,31.521173,35.889258
ENSG00000163762,0,0,0,0,0,0
ENSG00000163781,26.637335,36.219398,31.655305,32.975656,60.489653,45.195196
ENSG00000163785,23.797212,13.016576,23.702799,9.255569,5.008677,15.152537
ENSG00000163788,60.305717,59.347479,78.220121,58.845727,38.223542,41.601439
ENSG00000163792,0.074951,0.15878,0.037551,0.034713,0.021923,0.047195
ENSG00000163793,0.262793,0.274692,0,0,0,0
ENSG00000163794,9.165643,5.474163,7.033803,3.40293,1.037693,1.264912
ENSG00000163795,22.365794,18.942235,20.932942,22.044469,10.626364,19.932257
ENSG00000163798,29.481443,34.061907,26.053214,28.139246,30.723112,29.942739
ENSG00000163803,0.365711,0.700219,0.91354,0.21867,0.060731,0.104622
ENSG00000163806,0.467144,0.267062,0.993863,0.7109,0.51334,0.045221
ENSG00000163807,19.097606,24.933344,29.620659,30.185034,32.578867,29.217945
ENSG00000163808,4.090094,6.994547,6.251228,7.530224,34.991622,19.97305
ENSG00000163810,0,0,0,0,0,0
ENSG00000163811,17.461795,22.242844,16.110197,16.518652,21.625743,19.565801
ENSG00000163812,85.522326,96.777816,75.622979,67.972094,61.91043,57.07851
ENSG00000163814,0.895455,2.578642,1.591961,1.438492,0.729713,1.162638
ENSG00000163815,0.605539,1.480139,0.921097,2.257906,0.900438,3.60554
ENSG00000163817,0.288855,0.272701,0.479586,0.304117,0.020319,0.068006
ENSG00000163818,21.151642,23.429192,11.955059,10.89402,5.326187,3.000247
ENSG00000163820,28.648649,24.541267,47.854337,24.237863,14.240939,19.872641
ENSG00000163823,17.141113,26.990645,14.754927,12.828532,81.568886,48.162825
ENSG00000163825,0,0,0,0,0,0
ENSG00000163827,3.200924,4.007687,9.070177,7.408932,0.094213,0.48145
ENSG00000163832,15.297983,22.363116,22.210534,29.928423,48.276318,40.891399
ENSG00000163833,0.012101,0,0,0,0,0
ENSG00000163840,11.902305,20.214258,25.123936,36.50358,47.861559,47.087612
ENSG00000163848,13.482385,21.491936,19.664025,17.33181,24.477449,20.600829
ENSG00000163864,28.512073,30.796036,42.413476,33.324505,10.018548,20.234257
ENSG00000163866,51.070134,42.56245,39.969692,37.614068,54.044296,60.355345
ENSG00000163867,18.277515,16.065083,30.992528,20.122944,8.037001,13.657251
ENSG00000163870,32.322997,41.585057,26.058429,29.58776,21.105575,28.306364
ENSG00000163872,34.837076,39.899774,32.091918,32.789366,21.79729,28.588406
ENSG00000163873,0,0,0,0,0,0
ENSG00000163874,46.647994,42.02688,70.808548,40.579061,13.648807,45.829212
ENSG00000163875,75.423027,69.817735,78.107575,84.869391,80.156603,85.235486
ENSG00000163877,11.3174,17.010286,13.336832,14.734103,23.124056,18.386149
ENSG00000163879,0.114747,0.029953,0.108229,0.18993,0.557938,0.187176
ENSG00000163882,55.73578,54.563499,54.282515,53.597483,54.588555,50.837059
ENSG00000163884,0.088845,0.24739,0.037243,0,0,0
ENSG00000163885,0,0,0,0,0,0
ENSG00000163888,5.088977,2.855538,0.31204,0.137651,0,0.553436
ENSG00000163898,0.073774,0.187635,0.320651,0.120817,0.118553,0.139233
ENSG00000163900,11.847875,14.97306,12.257637,12.532646,12.050736,14.832836
ENSG00000163902,110.711691,107.004443,98.435384,117.822171,171.742414,152.755313
ENSG00000163904,27.106112,28.781414,27.907765,36.194681,24.675311,24.657039
ENSG00000163909,0.040323,0,0,0,0,0.019941
ENSG00000163913,15.014768,14.580269,15.12427,14.361051,6.289544,9.726993
ENSG00000163914,0.08816,0,0,0,0,0
ENSG00000163918,28.789777,36.822179,26.86814,23.954707,74.713948,41.150634
ENSG00000163923,7.005782,4.474357,6.206666,5.139566,22.047896,18.148063
ENSG00000163930,44.980663,53.547272,53.015409,50.973945,46.130344,51.348238
ENSG00000163931,187.856297,194.065068,118.738176,123.359347,259.864172,143.54739
ENSG00000163932,20.579107,21.897099,15.818141,22.360957,15.981262,25.975766
ENSG00000163933,10.936557,13.480121,11.704744,11.673955,21.9355,17.466409
ENSG00000163935,12.32007,13.32351,16.390588,13.889424,18.341645,20.423667
ENSG00000163938,40.350893,44.042731,28.390348,42.371461,56.696184,43.784391
ENSG00000163939,31.759845,37.121865,37.29879,40.823875,50.158153,48.603226
ENSG00000163945,24.334479,24.889043,42.359547,36.883676,8.512361,17.550887
ENSG00000163946,48.159206,51.702757,74.344638,75.783467,54.055309,60.309568
ENSG00000163947,61.760312,55.793545,64.486511,63.023791,85.620792,88.728714
ENSG00000163950,74.795002,65.349068,62.829735,57.491623,124.368161,88.570724
ENSG00000163956,91.023169,91.845155,78.468328,100.617328,86.276449,117.242309
ENSG00000163958,0,0,0,0,0,0
ENSG00000163959,0.586433,0.177396,0,0.181896,0,0
ENSG00000163960,20.500935,24.87444,27.806119,23.454834,13.35016,14.56902
ENSG00000163961,18.165133,23.542377,22.052059,21.190166,17.342718,13.004163
ENSG00000163964,57.019209,80.185229,57.184432,57.102338,46.050763,40.051084
ENSG00000163975,4.203829,3.516196,1.570863,2.330145,0.85961,1.701299
ENSG00000163982,0,0,0,0,0,0
ENSG00000163993,3.93551,1.193038,1.096313,8.736061,57.590513,3.05186
ENSG00000163995,1.901687,0.854679,1.025759,0.231477,0.090179,0.336542
ENSG00000164002,11.809131,9.750057,11.382775,12.783252,14.685078,12.808374
ENSG00000164007,0,0,0,0,0,0
ENSG00000164008,6.641345,8.930185,5.750771,13.57369,4.893275,3.702347
ENSG00000164010,1.689337,2.794113,4.324993,10.658494,3.489031,5.886312
ENSG00000164011,8.724378,11.862258,11.547386,10.981701,6.774552,9.619517
ENSG00000164022,38.327463,49.855619,38.799024,36.460986,41.894052,43.480563
ENSG00000164023,0.217323,0.398745,0.620945,0.726861,0.017208,0.438338
ENSG00000164024,34.314316,30.50818,38.639827,33.857533,43.429592,39.391281
ENSG00000164031,55.312471,57.195599,63.813571,79.777329,51.213668,62.41976
ENSG00000164032,212.930764,255.470888,196.443028,193.513738,856.471447,325.757821
ENSG00000164035,0,0,0,0,0,0
ENSG00000164037,2.119732,1.187738,2.171266,1.936941,0.828972,0.386664
ENSG00000164038,10.07148,9.449559,11.188937,10.790954,14.999408,13.295786
ENSG00000164039,32.661386,34.628786,39.177294,46.323991,17.410611,27.03609
ENSG00000164040,66.559832,59.676902,50.675817,50.346872,33.727198,43.529838
ENSG00000164045,0.926723,2.707589,1.329744,2.024045,16.957794,8.710551
ENSG00000164047,0,0,0,0,0,0
ENSG00000164048,16.949327,14.45669,23.044778,19.704365,8.052021,14.921323
ENSG00000164049,0,0,0,0,0,0
ENSG00000164050,1.863151,2.595786,2.601245,1.211129,1.387173,1.101533
ENSG00000164051,8.249089,12.694544,8.653495,10.137367,15.546414,9.614896
ENSG00000164053,16.045951,16.723518,9.199185,10.2371,10.31202,14.223898
ENSG00000164054,115.118022,126.310262,199.667134,249.21001,222.065502,300.930898
ENSG00000164056,13.791459,6.05227,7.421369,1.640836,2.838912,3.801377
ENSG00000164061,0.034985,0.086663,0.027507,0.072471,0.025834,0.030258
ENSG00000164062,112.763,102.466654,89.879396,80.418808,95.789454,89.841151
ENSG00000164066,0.397129,0.463504,0.680245,0.348094,0.097665,0.219633
ENSG00000164068,19.705219,17.6053,18.563496,24.00153,15.486696,20.117614
ENSG00000164070,0.21596,0.162806,0.368201,0.266445,0.082168,0.137366
ENSG00000164073,17.737896,24.729864,25.860211,17.680113,13.267716,20.387614
ENSG00000164074,10.350331,13.836244,13.831107,18.356688,12.675255,13.824264
ENSG00000164076,0,0,0,0,0,0.05302
ENSG00000164077,5.467055,5.096558,6.808069,10.612311,11.191001,10.656802
ENSG00000164078,0.221459,0.719453,1.408791,1.05981,0.094784,0.960017
ENSG00000164080,10.46734,15.770039,13.23318,12.821349,11.257286,12.61951
ENSG00000164081,54.693031,67.904034,64.132521,68.650873,106.723127,103.203169
ENSG00000164082,1.410704,1.251662,1.178927,0.392494,0.159576,0.797318
ENSG00000164086,22.809942,27.136776,23.763169,22.420427,27.543255,37.69198
ENSG00000164087,3.552573,4.760414,3.314705,4.249139,20.984346,10.211808
ENSG00000164088,88.650213,99.882882,136.702927,131.50548,103.032789,130.196759
ENSG00000164089,0,0,0,0,0,0
ENSG00000164091,120.77373,132.88115,132.220578,121.376427,110.292803,125.194352
ENSG00000164093,0.120209,0.131754,0,0,0,0
ENSG00000164096,64.281565,48.053103,47.222784,53.281073,32.995183,49.956218
ENSG00000164099,0,0.015734,0,0,0,0.01491
ENSG00000164100,0,0,0,0.013301,0,0
ENSG00000164104,362.519817,374.737583,478.557941,591.751691,1362.518769,614.588048
ENSG00000164105,62.270539,49.237614,45.75743,28.354852,29.449158,22.447029
ENSG00000164106,0.115472,0.051616,0.020737,0.109374,0.024357,0
ENSG00000164107,0.195123,0.056794,0,0.030093,0,0
ENSG00000164109,24.521856,23.317986,12.965656,18.163769,90.947012,40.17058
ENSG00000164111,213.357249,345.378009,171.452027,248.406437,281.270659,263.298199
ENSG00000164112,0.115954,0,0,0.050798,0.067798,0
ENSG00000164113,0,0,0,0,0,0
ENSG00000164114,5.659361,3.220954,2.744843,2.207712,1.257877,1.921756
ENSG00000164116,0.200726,0.069973,0.254486,0.095954,0.261519,0.127502
ENSG00000164117,13.055881,14.421626,9.781071,11.845058,10.526964,17.392554
ENSG00000164118,18.043957,16.426085,22.204241,15.565931,14.847229,13.630696
ENSG00000164120,87.057169,90.496739,82.503047,87.531887,159.331584,91.332186
ENSG00000164122,0,0.025826,0,0.195499,0,0
ENSG00000164123,0,0.431957,0,0.152937,0.101717,0
ENSG00000164124,0.029745,0,0.018707,0.023832,0,0
ENSG00000164125,0.021663,0.015426,0.108982,0,0,0
ENSG00000164128,0,0,0,0,0,0
ENSG00000164129,0,0,0.074255,0,0,0
ENSG00000164134,17.783508,17.36669,11.871994,8.082382,22.978659,17.7977
ENSG00000164136,7.450357,10.117304,7.940924,12.752512,5.860464,5.547927
ENSG00000164142,0.017603,0.018371,0.02214,0.058393,0,0
ENSG00000164144,21.349783,32.466304,13.225332,22.982237,14.902466,20.357767
ENSG00000164151,20.843316,18.017431,19.7597,19.245474,16.077058,18.978464
ENSG00000164161,0.048958,0.029259,0.035177,0.007728,0,0.01576
ENSG00000164162,32.867749,29.743958,24.533137,21.470907,33.607961,22.835256
ENSG00000164163,30.089812,38.069059,27.610561,29.857139,46.215575,36.049267
ENSG00000164164,25.395258,25.622166,33.533475,27.808066,19.098894,26.978177
ENSG00000164167,40.389036,48.511755,33.394127,48.269749,87.504645,62.400862
ENSG00000164168,10.036535,13.559924,11.180757,13.667315,20.262978,21.32436
ENSG00000164169,9.589475,14.369211,8.483869,9.091819,6.436578,9.558289
ENSG00000164171,6.150549,14.718662,6.21369,9.60717,8.731721,11.333653
ENSG00000164172,34.287487,38.272276,21.878127,24.756488,35.281397,32.461999
ENSG00000164175,0,0,0.11,0,0,0
ENSG00000164176,0,0,0,0,0,0
ENSG00000164180,22.263359,25.78288,22.785578,26.824444,15.320855,22.063695
ENSG00000164181,0.057673,0.120387,0,0.042519,0.117975,0.019014
ENSG00000164182,40.936557,30.830334,15.964309,13.220669,25.385462,27.672347
ENSG00000164185,0.24114,0,0,0,0,0
ENSG00000164187,8.896825,12.419085,8.136206,9.595886,9.74651,7.35283
ENSG00000164188,0,0,0,0,0,0
ENSG00000164190,33.660267,38.016807,42.967945,41.70328,25.268478,34.267352
ENSG00000164197,0,0,0,0,0,0
ENSG00000164199,2.225346,2.590925,3.190813,2.155413,0.530311,1.539676
ENSG00000164209,32.61237,40.812991,41.135624,37.864288,43.404409,34.498685
ENSG00000164211,49.538852,54.457897,44.498047,42.597237,51.951573,67.637535
ENSG00000164219,8.277343,10.285075,10.130485,13.004732,16.002625,10.238775
ENSG00000164220,0,0.045167,0.21769,0.04786,0.184458,0.021401
ENSG00000164221,10.24557,6.439294,8.125231,2.751828,4.622809,4.614019
ENSG00000164236,3.2703,3.114349,1.382657,1.574567,2.126597,5.218341
ENSG00000164237,0.491528,0.379505,1.99776,0.950285,1.716173,1.993179
ENSG00000164241,4.31492,5.225257,6.593032,5.496736,6.498844,6.206149
ENSG00000164244,23.966344,27.027055,21.769137,29.204014,29.065995,33.343554
ENSG00000164251,3.977356,2.480682,2.630975,0.771495,0.20991,0.306616
ENSG00000164252,18.339842,18.999889,17.745073,18.096927,18.834351,20.44085
ENSG00000164253,13.680943,22.249299,10.841257,14.749084,13.953502,16.046641
