,KKKD068,KKKD068_V1,KKKD068_V2,KKU055,KKU055_V1,KKU055_V2,KKU213c,KKU213c_V1,KKU213c_V2,RBE,RBE_V1,RBE_V2
ENSG00000008283,50.518075,39.975794,42.624142,25.6272,41.312274,36.62637,28.336854,22.345595,24.429856,16.23677,13.221254,9.554038
ENSG00000008294,81.419656,90.547779,88.690942,72.136834,113.553008,112.739388,35.815244,29.195151,32.724306,38.908325,52.813367,84.236585
ENSG00000008300,3.086441,5.801181,5.968805,17.575621,9.176475,8.25157,3.800066,2.553478,2.258084,2.002142,1.969227,2.560928
ENSG00000008311,6.09544,7.936187,8.245138,12.705771,14.093,11.835691,6.58482,7.37298,7.337071,2.531491,4.097825,5.065
ENSG00000008323,23.563624,23.268507,24.743549,0,0.250579,0.251957,5.7485,8.701826,10.825487,0.167356,0.161031,0.214891
ENSG00000008324,41.212417,28.73676,30.594092,62.443062,55.97434,53.920459,44.648857,31.633531,39.902804,19.710562,17.060303,18.860282
ENSG00000008382,5.473296,9.172229,6.607282,11.43721,15.669577,15.524997,16.789902,14.427349,18.04043,12.382307,14.67835,11.094321
ENSG00000008394,270.961279,165.992577,182.384195,274.632932,174.875571,182.964178,340.567552,169.350896,196.287042,475.110435,355.886883,260.231016
ENSG00000008405,13.095807,12.969265,11.650883,14.367179,13.812019,13.851823,22.653271,17.75365,19.504402,20.503886,22.161745,20.921788
ENSG00000008438,0,0,0,0,0.143274,0,0.258199,0,0,0,0,0
ENSG00000008441,31.836349,18.879083,19.887033,5.996017,9.629659,10.435174,9.525416,5.175825,9.054901,61.649456,56.038434,52.530274
ENSG00000008513,0.685259,5.262292,5.093054,4.571265,11.241801,9.779303,6.730866,13.793404,12.831742,29.534094,32.860709,28.293038
ENSG00000008516,0.203345,2.214837,1.769013,0.142774,0.643538,0.319195,0.110554,0.213834,0.059087,0.161765,0,0.01537
ENSG00000008517,56.231817,35.303055,30.716113,0.791822,1.185146,0.864506,52.908056,19.076998,20.653307,109.34638,101.097101,89.498721
ENSG00000008710,23.811057,21.305148,17.650613,41.78692,50.6383,41.757302,29.672471,17.308095,16.207567,50.053489,41.045198,40.824025
ENSG00000008735,2.64572,11.541791,11.221608,1.488263,7.515044,7.332767,0.395142,1.91663,2.160134,0.425637,1.306264,1.25293
ENSG00000008838,79.239254,48.416979,44.65674,38.110649,33.066908,27.351847,76.318413,39.420549,38.750367,56.447889,39.116138,28.560904
ENSG00000008853,5.158981,4.848134,5.62728,16.251193,22.127428,19.668465,7.749809,4.924657,6.982199,7.317034,6.288815,8.646613
ENSG00000008869,6.414398,8.112382,7.288455,8.378548,7.89272,7.738776,10.558328,7.520211,7.985826,5.768037,6.469762,7.965745
ENSG00000008952,186.36006,161.545027,161.0956,46.676431,45.013569,47.435191,57.233676,53.053341,54.455785,50.460215,57.13431,64.303791
ENSG00000008988,1529.599474,1584.466019,1603.516546,2061.939511,2099.927926,2006.166332,1356.140832,1197.372765,1307.35614,1841.309659,1519.139819,1516.076656
ENSG00000009307,372.712196,231.581993,244.823446,454.717799,316.793611,327.074738,259.125988,219.451276,224.965103,296.337028,227.389469,170.594554
ENSG00000009335,105.402849,104.335406,98.176992,72.085092,61.894029,73.235166,101.2441,88.997945,99.929952,59.965746,67.699757,56.381813
ENSG00000009413,14.829102,18.692272,15.758506,13.423709,9.817253,11.425478,11.820956,10.151049,12.363451,9.407818,13.771899,10.371252
ENSG00000009694,3.770857,15.122688,15.206908,0.005338,0.005351,0.021485,0.110952,0.455737,0.490859,0.036379,0.059902,0.124791
ENSG00000009709,0,0,0.032323,0,0,0,0,0,0.033671,0,0,0
ENSG00000009724,0,0,0,0.347372,0.313207,0.493519,0.031369,0,0.025163,0.097518,0.097452,0
ENSG00000009765,0.209348,0.27931,0.111388,0.209797,0.071423,0.153721,0.050307,0.635687,0.425382,0.38128,0.126151,0.273061
ENSG00000009780,7.526046,4.038967,7.313483,7.471094,8.567262,6.660828,4.055959,2.829629,3.780535,1.25578,1.922368,3.3893
ENSG00000009790,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000009830,14.809555,11.426096,15.933695,29.852868,22.443038,19.804647,15.562076,11.433553,11.182077,21.579512,19.578795,14.486867
ENSG00000009844,62.720304,66.845333,67.447455,33.938464,36.501707,35.912113,62.779711,67.764257,73.855311,38.567574,51.008614,61.77305
ENSG00000009950,1.704951,8.606768,7.150976,0.319788,2.852563,2.508272,0.882011,1.568003,3.180324,3.536823,6.576455,10.121577
ENSG00000009954,111.84335,91.653619,91.144079,76.316476,63.546214,62.701374,33.74811,18.814367,21.300415,58.868131,47.144079,32.400148
ENSG00000010017,30.345133,31.437755,29.21996,14.099323,16.416869,15.759503,26.107655,26.836637,28.104541,19.376562,24.268868,24.358513
ENSG00000010030,1.883173,1.374161,1.498066,1.009258,2.817051,2.654958,0.102736,2.930839,2.238936,0.48282,0,0.097907
ENSG00000010072,7.408867,7.850593,7.738779,10.408733,16.465795,12.029704,10.532945,14.559417,18.200525,14.396746,14.286723,10.954686
ENSG00000010165,25.61315,19.08625,20.576836,43.626002,36.673932,35.709383,32.247069,26.593101,27.991667,37.463264,35.154303,38.999609
ENSG00000010219,19.284215,20.699726,20.532404,27.090599,22.580657,23.280368,15.44047,17.060698,14.677318,19.05691,13.959627,12.200262
ENSG00000010244,184.555346,173.868848,166.137368,127.434641,114.512761,116.621086,143.929189,156.891306,163.2816,161.617844,143.442995,126.48965
ENSG00000010256,226.408136,261.019671,242.146918,256.389906,200.597337,179.317039,326.338903,335.155336,373.729251,125.064776,127.34193,138.477779
ENSG00000010270,69.152093,62.910574,72.737782,81.651633,80.526266,72.828141,34.407701,31.626757,37.014306,41.511327,47.128456,48.078273
ENSG00000010278,523.654642,633.44834,620.457558,30.238247,83.500969,86.489396,421.56335,457.913751,510.123486,147.551992,260.146747,282.530956
ENSG00000010282,0,0,0,0,0,0.122904,0,0,0,0.143783,0,0
ENSG00000010292,110.221993,116.374235,104.104102,95.351085,94.390405,102.723271,162.200305,103.64854,103.355,139.948921,76.925983,59.570903
ENSG00000010295,0.430097,0.298099,0.496355,0.377755,0.226009,0.065755,0.931485,0.690211,0.890332,0.852796,0.787334,0.407048
ENSG00000010310,1.150784,5.333866,3.023533,0.817157,7.23879,5.39476,0.320504,3.853428,2.506063,1.121452,3.413548,3.410379
ENSG00000010318,11.692471,12.895416,14.695651,4.687285,9.338773,7.368491,18.340491,17.915406,21.190329,3.504371,3.409916,3.790309
ENSG00000010319,1.509288,0.84721,0.51676,0.18844,0.188876,0.105004,0.144067,0.942685,0.136465,0.070543,0.507291,0.914983
ENSG00000010322,19.412154,18.532071,21.441882,52.289607,55.515697,46.014386,28.604392,22.595176,24.209968,19.772338,20.595858,16.874592
ENSG00000010327,0.098987,0.064541,0.057412,0.029211,0.059674,0.161727,0.023794,0,0.006356,0.092353,0,0.013236
ENSG00000010361,12.419531,13.731129,10.644594,16.228395,10.025063,11.792239,0.951299,0.513547,0.959345,13.791474,10.904925,5.825676
ENSG00000010379,0,0,0,0,0.158672,0.127304,0,0,0,0.223588,0,0.572689
ENSG00000010404,85.981966,90.508456,88.644789,58.55474,67.23324,70.874319,54.561571,91.83971,100.909781,58.860784,75.987196,70.703106
ENSG00000010438,12.448606,28.989093,25.925367,0.50293,4.459082,9.712239,1.273814,9.322793,8.306491,0,0,0
ENSG00000010539,7.515707,9.706718,7.935893,7.485062,7.058251,7.225402,10.070795,8.700765,7.128145,8.574068,5.664503,5.116437
ENSG00000010610,0.092779,0,0,0,0.047158,0,0,0,0.068168,0,0,0
ENSG00000010626,18.137159,20.777418,18.02624,6.085987,9.175636,9.69897,4.057752,7.313328,8.291967,16.448374,20.978461,31.904006
ENSG00000010671,2.396502,0,0.111567,0,0.033791,0.948608,0,0,0.058177,0,0.175263,0
ENSG00000010704,19.753808,8.620891,10.262118,6.916225,6.294327,6.03862,2.091979,2.231767,3.002699,22.245256,16.505981,12.504861
ENSG00000010803,31.30885,21.864985,27.548104,22.142655,16.484332,19.307623,11.415803,6.605668,8.161217,23.426046,14.582275,12.439308
ENSG00000010810,13.422561,35.691113,40.309322,23.249001,39.525708,42.347313,10.614334,47.560702,43.844065,8.017868,22.197607,17.263336
ENSG00000010818,9.197141,8.153106,10.246686,5.603604,5.873713,6.01894,13.253489,11.605937,14.574282,4.017934,4.711351,7.430627
ENSG00000010932,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011007,33.692321,31.913314,34.233148,74.21275,73.657342,77.797131,45.75013,45.829706,50.795756,17.926055,19.882749,18.845528
ENSG00000011009,44.001676,40.736281,43.164763,99.863517,132.542733,138.354203,64.73024,60.869085,65.384306,38.466208,54.877895,58.521505
ENSG00000011021,4.482839,6.905852,7.952856,10.946792,12.487867,11.156618,6.908296,7.509449,6.374526,4.3133,2.998596,3.785183
ENSG00000011028,32.545234,38.182914,39.861171,28.601794,31.584822,28.310781,0.105575,0.318313,0.182362,10.476905,21.190943,21.635777
ENSG00000011052,2.40471,5.362429,2.94577,6.819952,4.229036,6.858744,6.337623,2.615147,1.314176,10.48129,11.609367,14.656052
ENSG00000011083,0.064186,0.06914,0.093064,0,0,0,0,0.02639,0.027977,0,0,0
ENSG00000011105,6.978036,12.878971,12.786604,6.622255,10.405974,9.883984,4.550605,8.776487,8.971186,25.663725,43.769985,43.841764
ENSG00000011114,12.549848,11.230201,8.016686,8.990917,8.190993,7.389856,19.449873,24.572461,17.750589,10.859477,11.105073,9.950222
ENSG00000011132,8.978559,9.475075,9.003949,10.986513,16.808361,16.005713,16.113545,11.599398,12.580758,6.888219,7.551268,5.787795
ENSG00000011143,9.432563,9.718766,10.859538,18.607996,14.91093,16.024293,12.023848,5.30147,4.573045,8.455602,6.616437,5.776188
ENSG00000011198,18.66403,13.781226,12.769911,21.348531,14.803985,16.820269,89.553944,50.214237,62.607984,23.540224,19.28666,16.545159
ENSG00000011201,16.455056,29.404655,28.033922,0.370694,1.755103,1.082133,0.604805,1.526408,1.365909,0,0,0
ENSG00000011243,25.488248,20.356762,23.878833,32.880292,31.420074,29.936419,40.660114,36.030799,39.062088,31.135924,30.892186,32.196108
ENSG00000011258,6.015065,5.422909,5.420628,10.785662,12.028321,10.49009,2.598979,2.892739,3.356863,7.589764,8.232259,9.361333
ENSG00000011260,63.040231,54.038636,54.633253,88.660207,66.686468,67.586721,35.123958,24.601229,24.59644,61.483155,45.906256,38.534543
ENSG00000011275,24.021554,21.864986,24.792971,25.498882,26.157174,22.029893,13.421072,14.585343,16.036791,21.514163,22.648553,22.641708
ENSG00000011295,14.170878,15.090602,14.177581,30.089377,20.967513,22.603105,15.182762,11.631746,13.079994,16.47281,16.533941,15.253179
ENSG00000011304,187.093616,169.394046,160.250628,239.851333,194.085769,197.470536,299.887274,183.735842,181.764086,226.123446,189.17158,124.688375
ENSG00000011332,4.003486,11.391566,8.873348,5.089609,16.467179,13.915439,3.955018,3.029734,3.568145,1.654218,1.56031,2.243434
ENSG00000011347,2.110785,4.499701,4.657535,0.292741,2.56393,2.016068,2.99757,5.717156,6.31963,0.820867,0.438414,1.040336
ENSG00000011376,23.478534,12.412214,14.892541,33.200034,23.060283,24.779884,21.75684,16.245188,17.415622,14.435352,10.404267,8.458833
ENSG00000011405,12.76235,12.311565,10.649446,38.15601,39.210149,32.246454,33.828618,35.088944,31.719187,16.49367,17.733333,22.874795
ENSG00000011422,40.079257,67.618937,71.09036,7.893506,15.592533,12.500887,64.327825,43.33394,49.520744,33.704745,33.070985,16.016991
ENSG00000011426,115.453491,100.347894,106.158371,66.857662,72.571558,72.878197,161.204596,84.118198,89.068857,111.326786,51.328854,33.681924
ENSG00000011451,20.309877,13.725236,13.690223,29.470772,25.21769,22.760772,30.554822,21.891089,19.717792,22.044184,16.499175,13.087482
ENSG00000011454,29.112948,23.701898,20.987534,17.373682,14.584579,12.217572,12.182709,11.150639,11.339267,23.64797,28.235621,28.00649
ENSG00000011465,0.044459,1.089648,1.336068,1.44068,4.977292,2.865816,0,0,0.097172,0.080385,0,0
ENSG00000011478,7.896401,8.195137,7.741206,8.091812,12.749898,10.635216,6.128941,5.94353,7.050264,9.542472,9.153528,11.246029
ENSG00000011485,55.489701,41.591829,38.305734,68.526517,45.133153,50.437933,60.034981,38.01073,41.057269,70.068889,72.010365,59.957786
ENSG00000011523,5.898937,4.607901,3.952488,5.005057,5.991854,5.084239,1.955069,4.519854,3.435067,5.089839,7.73375,7.783545
ENSG00000011566,19.827131,15.793556,14.002139,68.314023,76.883914,61.168927,19.156111,13.834819,14.28672,15.670034,15.704878,13.854371
ENSG00000011590,0,0,0.087653,0,0.045514,0.036551,0,0,0,0,0,0
ENSG00000011600,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011638,46.356502,42.731519,41.688146,5.481369,10.816669,12.452481,9.607297,10.242172,10.753748,14.471335,25.224436,27.918498
ENSG00000011677,3.730254,4.27367,4.389392,0,0,0,1.094069,0.478724,1.933823,0,0,0
ENSG00000012048,53.500562,39.865618,40.641574,22.620098,18.492257,17.490365,18.639017,7.591338,8.767377,26.55656,18.122591,7.150681
ENSG00000012061,43.621453,43.92732,45.779792,65.701867,126.318435,123.130089,121.29071,143.11319,158.080305,35.831478,51.608879,58.75441
ENSG00000012124,0,0.226668,0.46132,0,0,0,0.536707,0.199135,0.491182,15.522501,29.101326,22.585208
ENSG00000012171,1.725439,3.227059,2.552545,8.096132,5.910037,4.9565,41.349387,40.040644,39.643336,3.460611,8.884155,8.440638
ENSG00000012174,29.87873,35.610777,35.389591,27.545027,31.733743,31.6191,13.043027,17.345476,18.88565,17.808382,24.517222,23.996141
ENSG00000012211,20.16697,19.030254,17.648961,28.768413,45.286089,36.202439,34.519866,36.398806,42.549675,4.515086,2.945016,3.904819
ENSG00000012223,0,0,0,0,0,0,0.064738,0.274886,0.288644,0,0,0
ENSG00000012232,28.823523,25.437661,30.071096,18.201481,17.69987,19.110281,21.835397,24.204438,31.976243,17.956864,18.792027,20.214334
ENSG00000012504,0,0,0,0,0,0,0,0.145827,0.465853,3.079929,4.43093,3.134685
ENSG00000012660,151.630636,195.11583,189.240207,110.37837,123.513856,117.944923,109.623596,126.892537,142.048277,138.372784,187.452919,172.441565
ENSG00000012779,0.174469,1.288551,0.39465,0,0.159305,0.152022,1.134363,4.141833,4.090539,0.306317,0.177945,0.658134
ENSG00000012817,0.364829,0.39732,0.218821,0,0,0,0,0,0,0,0,0
ENSG00000012822,17.611899,31.81062,32.001893,10.888609,15.649367,10.952593,10.870337,34.096207,43.420318,16.765346,38.443363,65.003667
ENSG00000012963,45.330832,44.064794,41.233756,19.933387,18.837678,19.858848,22.040512,12.981634,14.896578,37.686458,28.02723,20.269527
ENSG00000012983,34.37162,36.521729,32.555071,33.231705,35.855655,32.639735,16.368072,17.947952,23.685969,16.966587,16.072397,17.298914
ENSG00000013016,3.777937,7.44114,7.032078,3.01146,5.543934,5.527806,0,0,0,1.00193,1.321909,1.702463
ENSG00000013275,385.333916,359.95232,362.480734,106.814648,119.035333,112.777014,98.806899,95.958748,96.980385,110.144697,145.967317,130.257775
ENSG00000013288,14.748516,13.907934,12.437357,9.534358,9.273886,8.153523,6.347266,5.667448,6.266524,11.632214,11.613438,12.258542
ENSG00000013293,0.015147,0.008154,0.052706,0.034197,0.05049,0.011012,0.030873,0.018692,0.009905,0.006662,0.076725,0.030946
ENSG00000013297,9.339903,40.027715,39.234689,0.909866,1.800582,1.407079,60.510817,40.97065,43.945911,0,0.039288,0.316251
ENSG00000013306,200.177336,259.19074,273.358253,127.305779,187.243303,170.428074,273.589438,296.161752,318.532739,212.995181,248.901982,284.251123
ENSG00000013364,92.87176,69.272812,74.008518,8.170856,24.243515,22.737646,107.024771,183.769523,213.501091,112.401452,135.236437,135.952597
ENSG00000013374,113.484885,97.608342,99.422811,50.705611,46.789221,48.158955,56.882246,56.009426,61.641517,38.033842,34.09552,35.38287
ENSG00000013375,25.252564,31.927963,32.844675,14.5464,15.415569,15.857922,48.091366,55.740487,45.078222,13.91676,13.492204,10.200011
ENSG00000013392,1.196416,1.91012,1.89579,1.951366,2.628821,2.064465,0.784091,1.05409,1.480641,0.788311,1.69545,2.180268
ENSG00000013441,15.836538,15.1721,16.054545,20.134557,16.536146,15.826884,19.783436,12.331988,14.765332,24.451594,26.666201,22.603015
ENSG00000013503,9.326359,6.425807,6.214248,6.047102,7.083301,4.883592,10.15497,7.396567,7.82459,8.83689,7.984639,6.896823
ENSG00000013523,5.4574,5.844145,6.885334,9.126564,8.838689,10.32683,6.282652,2.394844,3.289578,6.06215,7.342096,8.636877
ENSG00000013561,61.534142,61.867017,61.028161,55.445843,52.747372,56.03099,66.763608,60.801302,67.685664,27.777803,36.683006,34.487896
ENSG00000013563,28.900294,33.006501,33.30203,13.644326,9.701976,8.332222,12.798983,16.124569,14.938765,33.285212,52.54871,70.119172
ENSG00000013573,110.252657,102.592246,85.673407,75.767112,70.318062,57.851847,112.086926,64.603588,67.741861,100.55748,58.312028,33.180723
ENSG00000013583,22.949627,42.607379,42.05595,38.792707,53.094834,56.955035,52.103958,55.078706,55.824917,58.957488,74.580803,79.306137
ENSG00000013588,147.103223,407.640459,382.876293,0.18098,2.657329,1.662608,525.34189,852.526006,918.940568,28.723543,44.452031,109.864184
ENSG00000013619,23.233091,18.348146,19.17472,5.084897,5.560842,6.694516,3.509977,5.590866,4.782287,21.948917,28.512493,24.854213
ENSG00000013725,0.024868,0.053583,0.260335,0,0.048723,0.162586,0.243339,0.576351,0.443635,0,0,0.018316
ENSG00000013810,79.627618,75.141483,76.997698,120.05676,132.78815,125.758887,74.223225,48.262446,46.097587,137.607553,83.965649,45.880017
ENSG00000014123,15.195327,11.470633,11.883332,13.396442,12.406899,12.350828,13.221804,10.924564,12.415848,12.640368,10.196813,8.243758
ENSG00000014138,37.866494,34.127667,34.333957,55.524008,55.161536,38.636096,28.303047,15.050144,14.35191,20.989313,23.136152,10.83009
ENSG00000014164,19.008477,16.955017,18.495584,11.091615,9.918199,9.023732,14.854314,11.638167,12.782019,13.29119,12.037925,12.59188
ENSG00000014216,104.993097,96.486396,92.098493,83.488178,93.782767,83.928645,597.351308,475.028829,502.073409,121.14314,122.975406,130.630675
ENSG00000014257,2.403221,3.791925,4.172836,0.067936,0,0.037725,0.454097,1.19582,0.255169,0,0.04384,0
ENSG00000014641,141.343054,185.527862,188.534126,165.776061,229.175085,210.724127,150.645589,191.809676,209.448037,134.066616,207.791381,261.581059
ENSG00000014824,25.477055,23.947161,29.162779,65.031162,59.996494,60.419549,14.918932,15.821385,16.87242,46.664414,47.315562,53.323329
ENSG00000014914,14.726516,15.152999,12.087723,9.431604,15.312321,11.617399,9.33836,4.992318,5.615356,20.182617,18.744718,15.340612
ENSG00000014919,27.029048,31.537802,32.462635,73.84871,69.632678,66.152515,51.177859,50.766378,54.554588,61.41354,78.883433,86.698211
ENSG00000015133,7.906356,6.429269,7.786759,8.523005,9.549633,7.639794,8.988061,6.219958,5.809888,3.126792,2.289752,0.532984
ENSG00000015153,13.556746,20.0567,14.548518,11.515569,15.157097,12.872941,11.748879,9.223982,11.620324,18.402572,22.575574,13.889421
ENSG00000015171,49.810298,25.201027,26.818902,38.698278,18.880568,17.413342,29.778556,16.158474,16.322767,41.193112,32.191145,19.98088
ENSG00000015285,0.22376,0.352594,0.44951,4.664923,5.768664,5.573752,0.474378,0.336852,0.557604,0.327841,0.82828,0.898788
ENSG00000015413,0,0,0,0.050217,0,0,0,0.031015,0.186742,0,0.093916,0
ENSG00000015475,114.346061,59.854478,63.226401,49.436897,18.675688,26.768511,73.688338,25.853495,29.393932,49.786887,33.236726,16.127026
ENSG00000015479,201.110221,159.511161,164.378164,274.863476,219.031728,214.814105,199.958208,145.878563,157.435775,174.34413,155.392765,130.378618
ENSG00000015520,0.032408,0,0,0.04418,0.052074,0.097574,0.031295,0,0.063355,0.259744,0.27583,0.292571
ENSG00000015532,23.705711,23.800277,24.202999,17.595225,19.969867,18.407095,3.596671,3.062916,3.17783,14.383452,16.177465,15.817721
ENSG00000015568,2.319389,3.046915,1.723359,6.081548,10.215913,10.555551,0.718661,1.753563,10.544413,4.26096,7.214598,8.020062
ENSG00000015592,0,0,0,0.536885,0,0.108362,0,0.230082,0,0,0,0
ENSG00000015676,58.521235,55.382328,60.484588,49.299874,47.158177,41.552548,42.883945,50.357655,42.4432,47.327478,46.242329,47.384947
ENSG00000016082,1.047893,1.602934,1.352791,24.930992,31.609567,27.956349,0,0,0,0.059352,0.085585,0
ENSG00000016391,6.188777,2.026353,3.271654,8.334737,6.76969,6.08508,0.295655,0.719952,0.105297,7.582444,7.385751,6.194781
ENSG00000016402,3.11373,1.786683,1.777602,0.427354,0.250517,0.452641,3.550733,2.604072,4.216916,0,0.020121,0
ENSG00000016490,0,0.028045,0,0,0,0.018909,0,0.048154,0,0,0,0
ENSG00000016602,0.025213,0,0,0,0.022807,0,0,0.015547,0.016483,0,0,0
ENSG00000016864,47.226054,53.756654,56.009622,43.056439,43.103824,44.821136,34.014678,35.824225,32.739668,25.670611,32.917986,32.681004
