SYMBOL,KKKD131,KKKD068,KKU055,KKU213C,KKU213A,SSP25,KKU213B,RBE,TFK1
ARL2BPP4,0,0,0,0,0,0,0.27,0.78,0
AL139100.1,0,0.29,0.3,0,0.28,0.23,0,0.23,0
SYAP1,16.26,0.26,23.87,20.32,25.84,28.58,21.3,22.81,20.67
CAPS,0.82,1.11,0.95,1.36,1.52,1.9,2.51,5.49,3.58
SLC29A2,11.83,4.09,14.03,38.65,5.87,0.36,18.02,9.76,16.72
ACER1,0,0,0.06,0,0,0,0.05,0,0
DCHS1,0.18,0.07,1,0.01,0.03,0.06,0.02,0.16,0.01
C2orf72,0.28,0.53,0.21,0.03,0.1,0.15,0.02,6.77,7.99
NAA35,34.95,39.81,37.56,35.13,45.47,37.16,43.43,30.94,18.23
ITGAD,0.64,1.64,0,0,1.09,0,0.23,0.28,0
ARF4P1,0,0,0,0,0,0.2,0,0.2,0
AL596276.2,0,0,0,0,0,0,0,0,0
CTSF,5.2,27.69,8.05,3.02,0.9,5.04,0.47,7.98,0
TRIM36,2.59,5.22,2.71,1.66,2.77,2.7,2.94,3.95,3.06
ANKRD49,33.33,12.83,9.35,53.37,18.97,11.81,60.52,19.37,13.26
PPP1R1B,1.7,0.13,0.15,0.95,0.14,0,1.05,0.06,0
RPL4P5,0.07,0.07,0.22,0.22,0.14,0.06,0.06,0.14,0.37
NAAA,5.3,8.42,16.44,11.42,8.36,10.05,12.78,10.23,22.52
ANKFY1,48.44,31.34,26.38,17.22,15.7,59.66,20.29,19.03,19.14
ZNF484,1.89,3.24,2.57,3.57,4.55,2.72,3.73,2.13,1.16
ZNF467,0.18,0.42,15.68,0,0.06,0.05,0,14.06,3.65
PMCHL2,0,0,0.05,0,0,0,0,0.1,0
ALCAM,137.67,144.85,15.42,188.16,162.75,153.09,179.36,78.4,141.17
TLK2P1,0,0,0,0,0,0.02,0.02,0,0
KRT18P8,0,0,0,0,0,0,0,0,0
HINT1,226.73,437.24,421.49,271.45,191.02,304.59,256.81,361.56,280.42
CYTIP,0.14,11.41,0,0.15,0,0,0,0.09,0.19
TNMD,0,0,0,0,0,0,0,0,0
KRTAP17-1,0,0,0,0,0,0,0,0,0
CC2D1A,15.58,15.48,12.79,16.8,22.79,12.61,22.51,11.44,11.68
ST3GAL6,1.23,5.94,0.98,4.27,4.28,1.3,0.76,1.71,1.28
PRSS3P2,0,0,0,0,0,0,0,0,0
AC108471.1,0,0,0,0,0,0,0,0,0
MACF1,155.76,144.26,73.01,62.18,68.96,89.06,42.02,218.69,67.95
SS18L1,14.28,9.53,14.34,9.16,13.27,7.45,8.31,8.21,8.7
PHTF1,52.28,55.6,34.33,24.3,80.53,44.64,83.91,33.13,24.26
CNN1,1.51,0.4,1.07,0,0.65,1.08,0,1.71,0.82
BX255925.3,12.99,17.12,10.39,10.98,19.01,9.48,14.94,18.67,18.3
AC087632.1,70.19,64.2,112.57,67.13,101.94,96.93,72.3,76.4,104.57
LRRC37A6P,0.03,0.1,0.55,0,0,0.25,0.04,0.08,0.15
ZNF280C,1.93,3.47,8.88,3.42,3.13,8.42,2.72,3.4,2.43
CFL1P8,0,0,0,0,0,0,0,0,0
CXCL3,6.97,3.62,0,13.18,1.32,16.35,1.52,0.73,30.86
PLA2G4A,5.94,11.99,3.47,11.01,2,5.29,3.97,0.28,36.58
CTCFL,0.36,0.44,0.9,0.65,0.2,0.1,0.19,0.37,0.17
KLLN,0.35,1.1,0.57,1.08,1.07,0.41,0.99,1.67,0.65
MARK2P17,0,0,0,0,0,0.1,0,0,0
TNFAIP8L3,0.1,0.1,0.39,1.1,1.33,1.91,0.49,2.83,1.17
EMG1,38.25,39.7,43.9,71.44,57.6,48.06,54.7,43.54,23.35
ODF1,0,0,0,0,0,0.08,0,0,0
PHPT1,64.51,110.22,78.88,36.32,66.33,62.1,41.36,153.97,117.58
TDGF1P7,0,0.47,0.24,0,0,0,0,0.19,0
CRYGGP,0,0,0,0,0,0,0,0,0
TANGO6,6.05,7.11,8.42,9.78,7.21,8.65,7.82,12.74,5.16
BTBD6,49.88,35.58,24.79,18.11,19.18,42.63,15.22,14.93,40.13
ZNF44,4.59,4.53,4.46,2.65,4.22,3.68,2.63,6.07,7.31
LBP,0.03,0.13,0,0.04,0,0,0.08,0.07,0.42
BBS7,26.67,14.05,22.39,22.13,29.76,15.35,13.37,12.85,6.25
LIPM,0.12,0.08,0,0.08,0,0,0,0,0
NDUFB11P1,0,0,0,0,0.32,0,0,0,0
AC114781.4,0,0,0,0,0,0,0,0,0
PKD1P6,1.66,2.85,3.7,1.59,1.37,4.09,1.17,7.06,1.88
MDC1,3.12,0,0,0,0.28,0.53,0,0,0
SPAG7,62.86,51.4,52.9,20.53,25.04,72.79,24.15,54.29,38.66
HIST1H4H,10.79,47.07,2.6,1.88,4.54,6.17,7.21,4.76,7.8
EIF4A2P2,0,0,0.09,0,0.09,0.07,0.08,0,0
MARK2P8,0,0,0,0,0,0,0,0,0
SUSD2,0.32,0.58,1.01,0.49,0.6,0.37,0.16,0.04,0.38
SERPINA1,0,11.9,0,0.14,0,0,0,0,0
SEPT14P19,0.41,4.1,0.65,10.23,0,1.32,10.09,4.18,0.48
CDK13,20.02,22.27,38.61,24.61,30.1,37.14,25.04,30.16,31.54
KRT8P7,0.05,0,0,0,0,0,0.06,0,0
SPRR1B,16.55,0,0,63.62,3.9,0,25.58,0,3.96
DNAAF1,0.08,0.1,0.12,0.05,0.35,0.37,0.38,0.47,0.03
AL645924.2,0.09,0,0,0,0.25,0,0,0,0.24
CAMK2N2,3.68,7.71,2.61,1.53,10.17,1.36,3.28,4.89,1.95
HIGD1A,210.44,187.75,335.14,208.23,222.49,147.87,201.97,129.46,277.66
AP005901.1,7.78,0.14,0,1.67,1.68,9.18,0.44,1.33,0.77
LIG1,35.03,36.26,41.09,19.92,20.43,22.74,24.24,32.78,30.26
NFKB1,33.3,38.79,26.02,26.23,33.76,28.6,16.87,13.09,32.8
AC008015.1,0,0,0,0,0,0,0,0,0
NPVF,0,0,0,0,0,0,0,0,0
COMP,0.2,0.22,0,0,0.22,0.18,0.19,0.46,0
TMEM213,0.04,0.3,0.28,0.07,0.11,0.11,0.22,0.13,0.1
AC025884.2,2.11,1.12,1.32,1.12,1.26,0.78,1.37,1.95,1.38
MSTN,0,0,0,0,0,0,0,0.05,0
ABCC11,0.06,0.19,0.15,0.22,0.44,0.38,0.28,0.21,0.32
NPM1P17,0,0,0,0.21,0,0,0,0.17,0
TLR8,0.01,0,0,0.02,0,0,0,0,0.04
MXRA5,1.21,36.68,0.01,0.02,0.02,0.15,0.01,0,0
RPS2P1,0,0,0,0,0,0,0,0,0
CPNE9,0.04,0.08,0.05,0,0.05,0,0,0.17,0.5
HOMER2P1,0,0,0,0.83,0,0,0,0,0
GNG4,4.39,3.25,0.5,7.72,0.87,8.17,10.98,2.48,0.58
DNTT,0,0,0,0,0,0,0,0,0
ERMN,0.23,0.36,0.02,0,0,0.06,0,0.03,0
KIR3DL2,0,0,0,0,0,0,0,0,0
B4GALT2,33.21,45.59,46.99,63.79,40.15,59.69,27.49,39.63,20.54
HPDL,3.44,4.12,1.82,3.96,0.74,1.54,2.28,0.48,19.57
IRAK1,166.44,175.07,174.77,71.73,141.83,222.9,142.51,296.68,64.68
NOP58,126.48,118.25,214.61,148.26,160.63,171.35,134.02,155.69,186.48
BCAP31,520.62,448.15,327.09,394.71,558.64,312.39,411.05,613,204.55
DCLRE1B,26.54,16.14,11.32,8.05,23.87,15.21,20.9,9.33,17.53
CPED1,4.5,6.82,0,0.23,0.14,4.68,1.4,0.26,0.04
PLIN1,0.09,0.17,0.11,0.06,0.16,0.05,0.15,0.11,0.27
VMA21,33.32,23.33,35.15,21.76,25.33,23.92,19.23,21.25,11.2
CLDN18,0.66,0.38,0.04,0.02,0,0.03,0.1,0,0.09
MOCOS,3.59,5.96,2.27,6.68,7.57,4.7,10.21,3.61,14.33
ST8SIA3,0,0,0.01,0.01,0,0.01,0,0,0.01
HMGN1P7,0,0,0,0.76,0,0,0.63,0,0
FADS2,61.21,52.6,4.96,5.5,7.04,90.85,6.39,7.96,8.8
HMGN2P40,0,0.46,0,0.47,0,0,0,0,0
C2CD3,27.58,18.43,13.23,22.56,18.45,27.96,23.82,11.85,15
KATNBL1,78.02,206.2,47.58,41.2,47.67,69.4,39.86,42.96,112.37
YWHAE,937.49,681.29,701.96,528.25,586,1425.77,577.25,561.01,406.97
CEP152,9.01,10.64,14.38,17.81,19.19,11.17,16.24,10.15,20.1
PGBD4,1.47,1.05,1.28,0.92,1.43,1.43,1.1,1.27,6.3
KIR2DL5A,0,0,0,0,0,0,0,0,0
CDH7,0.01,0.66,0.02,0.03,0,0,0.03,0,0
CALHM3,0,2.34,0,0.16,0.31,0.65,0.37,0.73,0
AP4B1,28.87,25.15,16.26,10.63,29.06,20.88,35.72,14.42,31.22
ARRB2,15.23,11.57,31.6,18.29,9.07,20.03,11.85,17.44,6.22
AC104389.5,0,7.69,0,0,0,0,0,0,0
OR2T11,0,0,0,0,0,0,0,0,0.02
AC008687.4,2.82,1,0.61,0,1.16,0.33,0.05,0,0
ATP6AP2,103.4,152.44,88.73,89.68,89.38,107.53,98.58,61.7,50.67
TUBB8P9,0,0,0,0,0,0.06,0,0,0
CDH12P2,0,0,0,0,0,0,0,0,0.78
AC106806.1,0.18,0,0,0,0,0,0,0,0
FBXL8,2.34,11.37,3.32,8.64,5.3,5.48,7.11,9.4,11.95
C19orf81,0,0.31,0,0,0,0,0,8.64,0.29
AC010287.1,0,0,0,0,0,0,0,0,0
RPL32P34,0,0,0,0,0,0,0,0,0
LYL1,0.84,0.9,0.3,0.45,2.84,0.59,0.51,0,0
GHRL,0.05,0.07,0.71,0.18,0.14,0.13,0.21,0,0.24
SSX9,0,0,0,0.22,0,0,0,0,0
CEACAM7,0.68,0,0,0,0,0,0,0,0.27
CHAF1B,10.13,14.63,22.6,11.76,12.57,14.38,10.14,18.28,12.69
STRCP1,0,0,0,0,0,0,0,0,0.08
C15orf62,4.1,0.49,0.64,0.52,0.62,0.29,0.36,0.63,3.63
AP003171.2,0,0,0,0,0,0.09,0,0,0
DAP3,135.08,267.04,199.06,162.46,190.84,175.84,123.75,202.4,136.73
MN1,7.48,0.08,0.02,0.09,0.33,3.28,0.04,2.9,2.8
OLA1P3,0.15,0.31,0.43,0.26,0.1,0.39,0.31,0.53,0.41
MSL2,24.49,25.03,26.48,19.41,40.44,23.16,28.18,21.5,29.79
ZNF137P,2.24,0.58,0,2.91,4.33,2.91,2.61,2.58,3.59
PMF1-BGLAP,2.96,3.59,6.17,4.71,7.73,8.34,3.48,7.25,6.03
RPL36AP26,0,0,0,0,0,0,0,0.59,0
TPMTP1,0,0,0,0,0,0,0,0,0
AL357673.1,0,0.06,0,0,0.16,0.13,0,0,0
RPL21P127,0,0.31,0,0,0,0.25,0,0,0
SEPHS1P1,0,0,0,0,0,0,0,0.08,0
CCNE2,30.68,49.64,49.13,17.27,35.77,30.89,24.79,28.71,11.11
ALPP,1.12,8.14,0,0.14,0.11,1.28,0.31,0,0.97
SETP9,0,0,0,0.13,0,0,0,0,0
CHRFAM7A,0,2.11,0.07,0.09,0,0.46,0,0,0.11
FOXR2,0,1.38,0,0.13,0,0,0,0,0
PSMD14,124.17,156.81,116.85,123.89,129.44,184.43,95.99,183.17,93.51
MMP28,1.08,2.37,0.05,5.27,6.83,0.3,9.42,2.51,0.32
PPP1R3A,0,0,0,0,0,0,0.03,0,0
DUSP5P1,0.06,0.59,1.03,0.08,0.98,0.14,0.43,0.47,0.32
CTAGE10P,0,0,0,0,0,0,0,0,0
GOLGA6D,0,0,0.04,0,0,0,0,0.21,0
RPS16P8,0,0,0,0,0,0.3,0,0,0
AC069368.1,0,0,0,0,0,0.59,0,0.15,0
PAFAH1B3,95.84,40.89,84.77,38.07,35.07,34.1,38.37,39.57,14.71
KRTAP4-8,0,0,0,0.49,0,0.13,0,0,0
RPL18A,1327.67,550.79,927.62,1809.21,1195.06,1003.91,1802.02,1031.09,1041.95
TEX43,0.5,0,0,0,0,0,0,0,0
KIF23,106.99,131.84,91.93,92.22,126.46,172.55,83.11,74.32,134.6
C11orf71,3.98,6.79,2.7,1.75,1.27,3.86,1.23,2.17,6.21
TMEM117,6.67,6.03,2.58,3.61,1.86,4.25,4.91,2.86,1.1
AC093850.1,0.92,0,0,0,0,0,0,0,0
PPP1R12C,49.78,82.31,41.23,27.03,46.94,27.27,40.07,28.49,16.46
IGLV5-52,13.17,9.74,14.63,12.07,5.84,11.41,13.68,6.4,13.73
S100A11P2,0,0,0,0.38,0,0,0,0,0
RRN3P1,4.69,2.33,7.17,2.5,2.73,3.02,3.68,0.14,0.88
ABHD4,24.24,23.83,6.9,11.23,17.72,101.29,11.23,32.36,161.57
AL352984.2,0,0,0,0,0,0,0,0,0
ABCC12,0,0.22,0.04,0,0.32,0,0,0.27,0.02
CFAP97D1,0.07,0.02,0.13,0.13,0.04,0.09,0.09,0.1,0.08
GPR137,21.86,24.68,30.23,47.74,29.53,25.59,39.28,32.91,20.06
PIWIL2,0.02,0.23,0.02,0.31,0.35,0.18,0.24,0.49,0.22
TCF12,47.21,35.29,46.51,27.2,52.04,42.71,38.52,54.97,73.22
TCF7,6.7,9.59,26.94,2.67,1.99,7.11,2.71,1.57,9.32
EMG1,43.38,44.13,41.05,88.17,61.36,57.84,52.54,57.99,30.54
AC131902.3,0,0,0,0,0,0,0,0,0
MTND4P34,0,0,0,0,0,0,0,0,0
ADGRE1,0.21,2.89,0.23,0.83,0.28,0.37,0.38,0.18,0
SPARCL1,0.31,0.26,0,0.03,0,0.2,0.03,0.25,0
PLTP,49.25,29.02,50.89,0.35,0.33,1.73,1.51,0.05,0.32
DLG3,45.97,35.24,51.52,49.05,43.02,16.99,43.2,19.94,27.32
RBM38,20.69,23.25,42.24,17.7,19.25,5.51,9.8,20.06,10.99
PMPCAP1,0,0,0,0,0.06,0,0,0,0
AC044810.6,0,0,0,0.16,0,0,0,0,0
AC244260.1,0.64,0.99,0,0,0.48,0.66,0.25,1.6,0
RPL21P1,0,0,0,0,0.31,0,0,0,0
MAMLD1,7.19,13.87,3.85,1.71,3.74,6.03,4.18,44.17,8.61
RARRES2P8,0,0,0,0,0,0,0,0,0
AC114801.3,407.33,77.22,127.83,47.42,0,212.51,95.87,287.38,319.27
AC091057.5,1.29,0,2.87,1.93,1.35,4.01,1.36,0,4.27
GRHL2,28.01,23.74,0,26.71,39,8.01,46.76,0.02,46.51
TMCO4,10.77,22.19,12.33,12.42,19.59,15.65,13.29,6.02,10.05
AL035467.1,0,0,0,0,0,0,0,0,0
MRPS25,40.64,39.11,109.31,61.65,52.36,39.59,57.8,44.7,74.96
PNPO,43.91,34.23,33.06,22.54,29.9,23.45,24.7,43.35,34.16
PSMA6,789.27,390.63,277.08,603.39,566.78,347.55,388.77,399.99,417.35
CASKIN1,0.14,0.35,0.19,0.12,0.13,0.1,0.11,0.44,0.44
GOLGA8H,0,0.33,0.58,0,0.09,1.92,0.04,1.19,0.62
SLC39A2,0.17,0.13,0.38,2.45,0.06,0.11,0.38,0.06,0.19
IL20RA,10.12,0.5,0.24,9.53,2.27,0.15,4.15,0.18,2.93
RRH,0.1,0.06,0,0.06,0.18,0.15,0.05,0.05,0.18
AL034345.1,0,0,0,0,0,0,0,0,0
EXOSC8,107.45,119.13,90.36,148.35,150.37,67.53,172.3,97.78,48.11
DYNLT3,35.01,65.97,25.6,35.8,38.52,40.11,28.3,0.34,10.2
TBC1D15,34.99,45.06,32.25,26.06,34.71,35.38,23.23,40.88,11.27
PRDM5,1.96,8.34,1.23,0.74,0.28,3.24,0.45,5.75,4.15
MRPL48P1,0,0,0,0,0,0,0,0.31,0
CRLF3,23.41,26,13.96,22.97,21.75,24.87,16.33,11.21,5.68
AL391261.1,0,0,0,0,0,0,0,0,0
RPL13AP3,0,0,0,0.12,0,0,0.34,0,0
AC093763.2,0,0,0,0,0,0,0,0,0
TLDC2,0.1,0,0.52,0.2,0.04,0,0.11,3.56,1.87
RPS4Y1,0.63,192.95,0,0,0,0.06,0.23,0.11,317.14
Z75746.1,0,0,0,0,0,0,0,0,0
PARP8,12.49,23.55,23.55,15.91,6.89,6.96,24.37,15,15.33
ATP6V1D,115.42,89.37,52.81,106.04,100.7,60.7,113.59,43.8,49.93
SERPINF2,1.72,0.52,0.38,4.36,2.83,1.12,2.29,0,0.48
TFIP11,49.63,40.17,24.14,36.57,34.28,31.58,29.46,16.81,48.27
Z99127.2,0,0,0,0.66,0,0,0,0,0
FCHSD2,15.93,17.53,10.57,17.64,11.51,12.67,18.67,14.5,5.85
SSXP3,0.05,0,0,0,0,0,0,0,0
ERMP1,39.73,14.34,3.4,19.21,10.85,13.54,18.4,15.89,37.44
LDOC1,0,0,0,0,0,0.91,0,29.43,0
ZNF142,10.86,14.23,15.8,13.64,9.7,14.39,13,11.03,21.65
AC017035.1,0,0,0,0,0,0,0,0,0
APP,575.15,287.03,376.58,273.32,181.93,247.16,241.32,494.83,295.93
AMD1P1,0,0,0,0,0,0,0,0,0
AC093838.1,0,0,0,0,0,0,0,0,0
ZNF652P1,0,0,0,0,0,0,0,0,0
CCDC121,2.56,2.44,2.08,1.27,1.94,1.38,1.48,2.88,5.04
LUC7L2,82.06,99.23,77.31,90.31,65.7,118.22,82.38,81.99,62.04
ULK4P2,1.12,3.51,0.68,0.23,0.22,8.07,1.1,1.12,2.22
AL357515.1,0,0,0,0,0,0,0,0,0
MKRN4P,0,0,0,0,0,0,0,0,0
ECEL1P1,0.04,0.1,0.36,0,0,0,0,0,0
TMEM35B,28.58,43.32,19.94,13.88,18.05,39.48,17.55,34.34,16.58
AC092155.2,0,0.93,0,0,0,0.5,0,0.25,0
IGDCC4,0.16,2.78,0.26,2.03,0.18,0.27,0.92,3.44,0.27
MYO1F,0.2,1.1,0.15,0.52,0.49,0.31,0.15,1.02,0.35
CBX1P1,0,0,0,0,0,0,0,0,0
NADK,36.81,72.25,58.54,27.71,40.54,43.55,37.62,24.03,73.9
AL672212.1,0,0,0,0,0,0,0,0.71,0
NOXA1,2.89,4.23,0.75,2.75,3.12,0.21,3.87,14.14,5.94
MMP19,0.93,3.91,0,0.04,0.1,1.64,0.07,2.09,0.02
AL358075.4,0.77,2.76,0,0,0,0.91,1.34,0.87,0
CROCCP5,0,0,0,0,0,0,0,0,0
LAMB4,0.69,1.1,0.07,0.59,0.24,0.14,0.11,0.3,0.04
HDAC9,14.63,21.57,163.75,32.37,15.32,24.56,27.61,3.89,2.44
KRT18P1,0,0.07,0,0,0.07,0,0,0,0.07
ZNF205,11.38,8.03,6.54,6.53,6.56,4.98,5.97,8.79,5.47
TGM3,0,0,0,0,0.03,0.1,0.03,0.05,0.36
KRTAP29-1,0,0,0,0.19,0.09,0,0,0,0
SLC25A30,10.21,20.82,17.58,19.16,14.54,13.16,13.62,14.78,9.06
CEP78,19.76,24.4,42.17,39.06,37.27,50.3,35.47,26.1,9.36
SSXP10,0,15.65,0,0,0,0,0,0.19,0
VDR,7.79,5.38,0.81,18.98,21.52,6.56,14.34,12.86,13.61
RBMY3AP,0,0,0,0,0,0,0,0,0.08
HEXIM2,7.87,7.69,7.01,4.89,3.96,6.33,6.98,22.21,25.97
TMEM184B,56.24,56.01,31.99,35.4,26.39,47.44,15.76,16.79,27.88
PRSS27,0.57,0.25,0.3,0.08,0.25,0.31,1.31,1.93,0.36
RPS26,520.7,555.63,706.13,533.12,693.93,446.49,412.4,726.55,333.38
ZNF324,6.28,33.71,5.79,2.86,3.28,3.47,5.71,3.72,3.46
TVP23C-CDRT4,4.84,7.41,0,4.69,5.1,12.73,7.79,2.23,6.28
CACNB3,18.22,6.87,18.12,3.94,5.6,6.51,10.28,19.35,9.18
KRTAP4-7,0.08,0,0,0,0,0,0,0,0
UST,6.45,0.21,8.73,6.41,5.18,4.92,3.56,4.24,7.97
HNRNPA1P46,0,0,0,0,0,0,0,0,0
SAMSN1,0.11,0.23,0,0.05,0,1.29,0,0.05,0.06
BTNL3,0,0,0,0,0,0,0,0,0
RHEBP2,1.05,11.55,0,3.87,2.81,1.65,7.67,0,2.17
AC004805.2,0,0,0,0,0,0,0,0,0
RAD23A,74.82,95.77,54.56,96.83,146.55,95.17,125.24,82.83,72.08
DDX39B,159.32,221.7,316.41,307.64,411.32,312.46,358.61,241.31,168.31
NLRP3P1,0.34,0.49,0,4.86,2.71,0.12,2.93,0.95,0
SRSF11,117.85,187.88,230.5,110.2,138.93,198.26,162.72,97.24,162.14
EDAR,3.38,0.06,0.13,0.68,0.18,0,0.2,0.85,0.02
MROH2A,0.05,0.08,0.08,0,0,0.67,0,0,0.78
PHETA2,2.17,0.57,0.52,0.71,0,1.9,0.03,0.2,0
RPS19,2566.6,983.01,1679.78,1693.34,1809.3,1434.84,1959.54,1824.74,2127.75
ATF3,15.78,40.53,14.07,65.03,30.47,15.89,47.28,23.48,21.04
AL353807.3,0.06,0.44,0.56,0.04,0,0.63,0.14,0,1.36
RPP14,14.45,17.41,27.44,9.35,10.9,14.89,10.67,14.39,11.02
DENND1C,1.04,0.34,0.03,0.78,0.44,0,0.35,0.08,1.02
DBNL,79.8,73.18,61.47,53.27,57.87,90.66,56.42,57.98,26.52
KRT18P5,0.22,0.21,0.22,0,0.14,0.23,0.12,0.12,0.07
AC009078.1,0,0,0,0,0.27,0,0,0,0
AC078991.1,0,0,0,0,0,0,0,0,0
ADGRL3,0.51,0,1.06,1.52,0,0.34,0.59,0.09,0
ERC2,0,0.87,7,0,0,0.3,0,1.91,0.88
LGALS4,0.92,2.06,0,0,0.29,0.14,0.6,0.51,2.15
DMXL2,18.24,27.77,19.41,15.01,12.41,22.06,9.28,12.39,28.15
AC087311.1,0,0,0,0,0,0,0,0,0.07
ZNF124,6.18,2.77,19.11,2.85,5.4,4.58,3.66,14.78,11.98
GSK3B,49.26,37.43,33.63,27.99,53.11,41.21,29.39,25.03,45.7
IGF2BP1,41.82,35.85,14.15,0.2,0.58,29.67,0.02,0.28,1.01
MTND4LP5,0.66,0,0,0,0.87,0,0,1.44,0
URAHP,0.74,0.67,0.86,0,0,0.05,0,0,0.39
SIGLEC8,0,0.03,0.08,0,0,0.02,0.1,0.05,0.11
RIMS1,0.14,0,18.46,0.07,0,0.42,0,0.04,0
FAM204A,108.67,66.28,114.64,49.12,104.64,90.77,78,92.78,53.22
TOMM20P3,0,0,0,0,0,0.37,0,0,0
CLDN12,32.66,57.68,24.16,48.03,20.21,52.44,39.96,19.51,31.44
TTPAL,17.12,15.57,17.6,8.5,15.1,11.89,8.16,7.74,10.34
ALOX5AP,0.53,3.97,0,0,0.11,1.87,0,1.93,0
BGN,0.1,0.34,0,0.08,0.07,0.88,0.03,0,0
CHST13,0.08,0.34,0,0,0.05,0.32,0,1.16,0.71
HNRNPU,398.48,326.38,775.42,413.37,425.03,514.36,409.58,565.45,448.85
AC005000.1,0.7,0,0.94,0.96,0,2.34,0,1.58,2.68
VENTX,0.54,0.28,0.03,0.11,0,0,0.16,0,0
IGHV3-33,0,0,0,0,0,0,0,0,0
TCEAL7,0.1,11.01,0,0.12,0,0,0,0,0
TBP,14.11,16.76,14.43,15.41,20.07,25.79,9.66,12.17,11.01
BBS5,2.01,3.78,4.48,0.49,1.14,2.57,0.44,1.37,0.89
MED18,13.81,8.63,12.23,15.37,21.93,6.87,16.74,13.27,26.35
SFTPA2,0,0.19,0,0,0,0,0,0.09,0.22
ADGRL1,6.97,7.95,34.77,3.42,8.12,0.16,9.74,9.63,7.22
MYBBP1A,32.92,24.95,67.76,42.02,27.19,64.47,22.5,21.67,17.39
BCR,81.92,24.95,31.41,46.32,17.6,16.49,34.45,18.41,41.49
PLAG1,5.23,5.45,0,2.94,4.79,3.69,4.57,6.67,0.02
AC009884.2,0,0,0,0,0,0.55,0,0,0
AC091492.1,0,0,0,0,0,0,0,0,0
MMP2,10.77,53.26,0,0,0.51,5.33,0.25,0,0
ALKAL1,0.6,0.15,0.16,0,0,0.06,0,0.82,0.89
ZNF181,7.99,6.2,4.64,2.31,5.24,1.99,4.62,6.18,10.44
TMEM107,12.26,39.11,3.61,12.29,16.41,45.14,27.62,16.01,4.12
ZNF100,0,0.32,0,0,0,0,0,0,0
DIABLO,0,0,0,0,0.25,0,0.53,0,0.51
GNL1,0,0,0,0,5.64,0,0,0,0
RIMKLA,0.32,3.81,0.49,0.04,0.18,0.63,0.03,1.18,0.39
OR9A4,0,0,0,0,0,0,0.04,0,0
HLA-J,0,0,0,0,0.27,0,0.08,0,0
MIDN,35.96,14.23,16.02,28.06,17.62,19.07,22.92,20.02,52.27
ANGPTL8,0,0,0,0,0,0,0,0,0
PRKAB1,65.36,24.04,17.81,23.91,15.39,18.38,20.83,26.7,34.68
INAVA,45.08,1.39,17.45,50.22,18.54,5.04,14.32,16.61,77.06
SYN2,0.23,0.28,0.29,0,0,0.13,0,0.14,0.2
AL645937.1,0,0,0,0,0,0.09,0,0,0
TARM1,0,0.08,0.08,0,0,0,0,0,0
AC012414.6,0,0,0,0,0,0,0,0,0
MGAT2,34.53,35.59,24.8,34.37,37.76,36.86,32.46,22.98,41.17
GIGYF1,6.9,21.23,17.7,10.92,8.45,13.92,13.82,14.62,4.35
TLCD2,2.28,2.18,0.25,0.6,0.58,2.61,0.81,1.02,5.79
PCMT1,97.45,125.17,86.59,103.92,143.46,136.51,78.79,69.92,40.24
MCIDAS,2.87,0.89,3.63,2.34,1.76,1.28,1.91,2.12,2
BARX2,2.52,3.57,0.08,9.12,7.01,0.89,2.75,0.11,2.08
MC3R,0,0,0,0.18,0,0,0.23,0,0
TMED10,358.02,332.51,149,237.65,209.36,200.45,222.17,147.83,567.81
TIMP1,245.23,284.19,413.14,141.1,199.02,144.61,117.64,102.17,28.38
VARS2,0,0,0,0,0,0.15,0,0,0.17
SETP20,0,0.25,0.51,0,0,0,0.11,0,0
IFNAR2,8.45,13.67,22.88,21.1,12.36,10.41,17.61,16.65,11.01
P2RY10,0,0,0,0,0,0,0,0,0
AL136982.4,0.12,0.73,2.01,0.45,0.6,0.21,1.58,0,0
EGFL8,2.9,1.21,8.55,3.06,0.67,0.46,1.1,1.81,0
ARHGEF7,33.43,46.97,23.3,40.14,35.61,21.85,39.98,26.15,17.84
FCF1P4,0,0,0,0,0,0,0,0,0
TRUB2,27.06,29.61,32.62,27.29,41.11,43.59,38.19,45.72,29.39
AC010724.2,0,0,0,0,0,0,0,0,0
CIPC,8.87,11.31,8.28,13.04,7.7,5.48,13.55,7.4,8.06
ANKEF1,29.8,6.04,6.72,11.11,6.39,6.13,11.13,6.59,13.95
NKX2-5,3.66,5.22,23.07,0.18,0,0.33,0,0.07,0
AC074198.1,0,0,0.09,0.06,0.13,0.05,0.06,0.11,0.13
CUL7,11.91,8.58,12.03,6.01,6.53,11.43,6.08,17.56,6.81
AL390879.1,0.83,1.54,2.83,0.88,0.55,1.79,0.9,5.07,1.47
GSAP,8.43,23.38,2.8,4.27,2.11,3.96,6.15,10.13,13.54
DLL1,19.86,0.18,0.31,11.44,3.59,0,0.99,0.86,0.5
ZNF75D,3.08,2.75,6.62,2.09,2.72,3.14,2.69,3.96,1.8
PCNT,15.94,16.05,38.1,10.13,17.42,15.59,13.09,12.77,10.25
PARD3B,0.28,2.59,2.92,1.36,1.5,3.59,1.01,3.85,1.26
ZNF804A,0.03,0.02,0,0,0,1.31,0,0.01,0
LCN15,0.02,0.17,0.23,0.06,0.11,0.05,0.05,0.12,0.31
TNFRSF25,7.03,3.27,2.62,2.63,3.8,3.35,3.65,1.26,2.53
EVPL,13.59,15.96,5.16,14.15,10.89,5.72,12.68,0.05,34.41
