,DysiNKTD1_KKU213C,DysiNKTD2_KKU213C,DysiNKTD2_SSP25,iNKTD2_D131,iNKTD1,iNKTD2
ENSG00000229104,0,0,0,0,0,0
ENSG00000229106,0,0.301282,0.22302,2.138101,0.050222,0.672864
ENSG00000229107,0,0,0,0,0,0
ENSG00000229110,0,0,0,0,0,0
ENSG00000229112,0,0,0,0,0,0
ENSG00000229115,0,0,0,0,0,0
ENSG00000229117,7127.399181,7740.648584,6300.246409,5544.796197,7045.820903,7247.232941
ENSG00000229119,0,0,0,0,0.93446,0
ENSG00000229120,0,0,0,0,0,0
ENSG00000229129,0,0,0,0,0,0
ENSG00000229132,0,0,0,0,0,0
ENSG00000229133,0,0,0,0,0,0
ENSG00000229138,0,0,0,0,0,0
ENSG00000229142,0,0,0,0,0,0
ENSG00000229143,0,0,0,0,0,0
ENSG00000229145,0,0,0.264006,0,0,0
ENSG00000229146,0,0,0,0,0,0
ENSG00000229147,0,0,0,0,0,0
ENSG00000229150,0,0,0,0,0,0
ENSG00000229156,0.67884,1.252821,3.395141,5.097699,1.239357,0.555781
ENSG00000229159,0,0,0,0,0,0
ENSG00000229161,0,0,0,0,0,0
ENSG00000229163,0,0,0,0,0,0
ENSG00000229165,0,0,0,0,0,0
ENSG00000229168,0,0,0,0,0,0
ENSG00000229169,0,0,0,0,0,0
ENSG00000229172,0.034116,0.0291,0,0.118584,0.149941,0.141656
ENSG00000229173,0,0,0,0,0,0
ENSG00000229176,0,2.518825,2.290652,4.657226,0,2.426823
ENSG00000229180,25.033645,23.993741,25.570318,28.533889,13.515273,22.228606
ENSG00000229182,0,0,0,0,0,0
ENSG00000229183,0,0,0,0,0,0
ENSG00000229184,0,0,0,0,0,0
ENSG00000229185,0,0,0,0,0,0
ENSG00000229186,0,0,0,0,0,0
ENSG00000229187,0,0,0,0,0,0
ENSG00000229194,0,0.452314,1.215289,0.433435,0,0
ENSG00000229197,0,0,0,0,0,0
ENSG00000229202,10.316689,14.42123,10.714091,12.822782,7.760933,11.739691
ENSG00000229204,0,0,0,0,0,0
ENSG00000229207,0,0,0,0,0.102269,0.068509
ENSG00000229208,0,0,0,0,0,0
ENSG00000229211,0,0,0,0,0,0
ENSG00000229212,1.123485,1.080248,7.007605,2.211344,1.041043,1.017333
ENSG00000229213,0,0,0,0,0,0
ENSG00000229215,83.520298,2204.241994,2298.794158,2152.454904,47.946852,2104.513452
ENSG00000229216,0,0,0,0,0,0
ENSG00000229217,0,0,0,0,0,0
ENSG00000229220,0,0,0,0,0,0
ENSG00000229221,0,0.112545,0,0.140043,0,0
ENSG00000229222,0.083597,0.147563,1.528775,0.637216,0.098398,0.263654
ENSG00000229226,0,0,0,0,0,0
ENSG00000229230,0,0,0,0,0,0
ENSG00000229231,0,0,0,0,0,0
ENSG00000229234,0,0,0,0,0,0
ENSG00000229235,0,0,0,0,0,0
ENSG00000229237,0,0,0,0,0,0
ENSG00000229238,0,0,0,0,0,0
ENSG00000229239,0,0,0,0,0,0
ENSG00000229241,0.125775,0,0,0,0,0.032994
ENSG00000229247,0,0,0,0,0,0
ENSG00000229248,0,0,0,0,0,0
ENSG00000229250,0,0,0,0,0,0
ENSG00000229251,0,0,0,0,0,0
ENSG00000229254,0,0,0,0,0,0
ENSG00000229256,0,0,0,0,0,0
ENSG00000229259,0,0,0,0,0,0
ENSG00000229265,0,0,0,0,0,0
ENSG00000229266,0,0,0,0,0,0
ENSG00000229268,0,0,0,0,0,0
ENSG00000229273,0,0,0.521403,1.00744,0.252471,0.746812
ENSG00000229280,0,0,0,0,0,0
ENSG00000229284,0,0,0,0,0,0
ENSG00000229286,0,0,0,0,0,0
ENSG00000229287,0,0,0,0,0,0
ENSG00000229292,0,0,0.815492,0,0,0
ENSG00000229295,0,59.747079,54.640621,38.220999,0,64.432846
ENSG00000229298,0,0,0,0,0,0.579387
ENSG00000229300,75.506873,36.448039,58.168719,52.082091,26.389602,22.7677
ENSG00000229302,0,0,0,0,0,0
ENSG00000229303,0,0,0,0.348978,0,0
ENSG00000229305,0,0,0,0,0,0
ENSG00000229310,0,0,0,0,0,0
ENSG00000229314,1.018873,0,0,0,0,0
ENSG00000229316,0,0,0,0,0,0
ENSG00000229320,6.479836,3.66176,3.901784,8.361838,2.230529,3.376214
ENSG00000229322,0,0,0,0,0,0
ENSG00000229324,0,0,0,0,0,0
ENSG00000229326,0.299926,0.268767,0.551748,0.346368,0,0
ENSG00000229332,0,0,0,0,0,0
ENSG00000229336,0,0,0,0,0,0
ENSG00000229338,0,0,0,0,0,0
ENSG00000229339,0,0,0,0,0,0
ENSG00000229341,0,0.514728,0,0,0,0
ENSG00000229342,0,0,0,0,0,0.130651
ENSG00000229343,0,0,0,0,0,0
ENSG00000229344,0,0,0.18115,0,0.119462,0
ENSG00000229346,0,0,0,0,0,0
ENSG00000229347,0,0,0,0,0,0
ENSG00000229349,0,0.031625,0.030946,0,0,0
ENSG00000229351,0,0,0,0,0,0
ENSG00000229353,0,0.489506,0,0.565348,0,0
ENSG00000229357,0,0,0,0,0,0
ENSG00000229358,0.886188,0.68233,1.430991,1.112444,0.390537,0.726313
ENSG00000229359,0,0,0,0,0,0
ENSG00000229360,0,0,0,0,0,0
ENSG00000229361,0,0,0,0,0,0
ENSG00000229363,32.049057,35.423761,46.950123,35.359183,64.926643,54.269275
ENSG00000229365,0,0,0,0,0,0
ENSG00000229367,0,0,0,0,0,0
ENSG00000229369,0,0,0,0,0,0
ENSG00000229375,0,0,0,0,0,0
ENSG00000229376,0,0.035165,0,0,0,0
ENSG00000229381,0,0,0,0,0,0
ENSG00000229384,0,0,0,0,0,0
ENSG00000229386,0.355733,0.16831,0.346808,0.540525,0.040893,0.205294
ENSG00000229389,0,0,0,0,0,0
ENSG00000229390,0.05157,0.137174,0.137062,0,0,0.122387
ENSG00000229391,0.103415,0,0.090486,0.113189,0,0
ENSG00000229398,0,0,0,0,0,0
ENSG00000229399,0,0,0,0,0,0
ENSG00000229405,0.214064,0.190571,0.769942,0.723881,0.379806,0
ENSG00000229406,0,0,0,0,0,0
ENSG00000229408,0,0,0,0,0,0
ENSG00000229409,0,0,0,0,0,0
ENSG00000229411,0,0,0,0,0,0
ENSG00000229413,4.102602,0,1.047778,5.164191,0.633662,0
ENSG00000229415,0,0,0,0,0,0
ENSG00000229416,0,0,0,0,0,0
ENSG00000229417,0,0,0,0,0,0
ENSG00000229419,0.112005,0.127991,0.103286,0.153896,0.073992,0.282223
ENSG00000229421,0,0,0,0,0,0
ENSG00000229423,0,0,0,0,0,0
ENSG00000229427,0.124238,0.329804,0.327753,0,0.073218,0
ENSG00000229428,0,0,0,0,0,0
ENSG00000229430,0.136386,0,0,0,0,0
ENSG00000229432,0,0,0,0.053317,0,0
ENSG00000229435,0,0,0,0,0,0
ENSG00000229436,0,0,0,0,0,0
ENSG00000229440,0,0,0,0,0,0
ENSG00000229442,0,0,0,0,0,0
ENSG00000229447,6.095916,1.278318,3.60517,2.834153,1.408038,1.514383
ENSG00000229453,0,0,0,0,0,0
ENSG00000229455,0,0,0,0,0,0
ENSG00000229456,0,0,0,0,0,0
ENSG00000229462,0,0,0,0,0,0
ENSG00000229467,0,0,0,0.191156,0,0
ENSG00000229468,0,30.107764,115.740093,0,20.461238,0
ENSG00000229473,0.288962,1.811019,0.795016,1.663302,0.857757,0
ENSG00000229474,235.513366,77.757105,144.483826,133.614084,37.284819,39.514485
ENSG00000229478,0,0,0,0,0,0
ENSG00000229485,0,0,0,0,0,0
ENSG00000229486,0,0,0,0,0,0
ENSG00000229488,0.134906,0,0.498541,0,0,0
ENSG00000229492,0,0,0,0,0,0
ENSG00000229493,0,0,0,0,0,0.071019
ENSG00000229496,0,0,0,0,0.38942,0
ENSG00000229497,0,0,0,0,0,0
ENSG00000229500,0,0,0,0,0,0
ENSG00000229503,0,0,0,0,0,0
ENSG00000229505,0,0,0,0,0,0
ENSG00000229508,0,0,0,0,0,0
ENSG00000229509,0,0,0,0,0,0
ENSG00000229511,0,0,0,0,0,0
ENSG00000229515,0,0,0,0,0,0
ENSG00000229518,0,0,0,0,0,0
ENSG00000229519,0,0,2.279365,0,0,0
ENSG00000229524,0,17.304166,3.840834,9.569855,0,0
ENSG00000229526,0,0,0,0,0,0
ENSG00000229529,0,0,0,0,0,0
ENSG00000229530,0,0,0,0,0,0
ENSG00000229532,0,0,0,0,0,0
ENSG00000229534,0.249912,0.221152,0.659414,0.275068,0,0
ENSG00000229535,0,0,0,0,0,0
ENSG00000229541,0,0,0,0,0,0
ENSG00000229544,0.02778,0,0,0,0,0
ENSG00000229547,0,0,0,0,0,0
ENSG00000229549,0,0,0,0,0,0
ENSG00000229551,0,0,0,0,0,0
ENSG00000229552,0,0,0,0,0,0
ENSG00000229553,0,0,0,0,0,0
ENSG00000229554,0,0,0,0,0,0
ENSG00000229559,0.704787,0,0,0,0,0
ENSG00000229560,0,0,0,0,0,0
ENSG00000229562,0,0,0,0,0,0
ENSG00000229567,0,9.243,8.838308,0,0,0
ENSG00000229568,0,0,0,0,0,0
ENSG00000229570,0,0,0,0,0,0
ENSG00000229571,0,0,0,0,0,0
ENSG00000229572,0,0,0,0,0,0
ENSG00000229573,7.449872,1.306943,4.70481,2.380142,1.83614,2.610949
ENSG00000229585,5.925918,1.070469,0.372688,0,0,0.63447
ENSG00000229586,0,0,0,0,0,0
ENSG00000229590,0.775944,0.953368,0.709664,0.787172,1.048792,2.444105
ENSG00000229593,0,0,0,0,0,0
ENSG00000229594,0,0,0,0,0,0
ENSG00000229595,0,0,0,0,0,0
ENSG00000229598,0,0,0.453302,0.3785,0.100308,0
ENSG00000229601,0,0,0,0,0,0
ENSG00000229604,0,0,0,0,0,0
ENSG00000229605,0,0,0,0,0,0
ENSG00000229608,0,0,0,0,0,0
ENSG00000229612,0,0,0,0,0,0
ENSG00000229616,0,0,0,0,0,0
ENSG00000229622,0.097354,0,0.340234,0,0,0.153616
ENSG00000229623,0.226975,0,0,0,0.134313,0
ENSG00000229626,0,0,0,0,0,0
ENSG00000229627,0,0,0,0,0,0
ENSG00000229629,0,0,0,0,0,0
ENSG00000229635,0,0,0,0,0,0
ENSG00000229636,0,0,0,0,0,0
ENSG00000229637,0,0,0,0,0,0
ENSG00000229638,0,0.074099,0,0.091465,0,0.132379
ENSG00000229641,0,0,0,0,0,0
ENSG00000229644,1.900591,1.656629,2.03693,3.000016,2.479899,3.237224
ENSG00000229648,0,0,0,0,0,0
ENSG00000229652,0,0,0,0,0,0
ENSG00000229657,0,0,0,0,0,0
ENSG00000229658,0,0,0,0,0,0
ENSG00000229659,3.731469,1.271302,2.239973,6.198387,1.400348,3.01219
ENSG00000229661,0,0,0,0,0,0
ENSG00000229662,0,0,0,0,0,0
ENSG00000229663,0,0,0.039163,0,0,0
ENSG00000229667,0,0,0,0,0,0
ENSG00000229668,0.843597,0,0,0,0,0
ENSG00000229670,0,0,0,0,0,0
ENSG00000229674,0,0,0,0,0,0
ENSG00000229676,0.498349,0.361312,0.258475,0.975255,0.114842,0.409941
ENSG00000229677,4.363438,3.125818,0.800749,1.340286,0.172719,2.318883
ENSG00000229682,0,0,0,0,0,0
ENSG00000229687,0,0,0,0,0,0
ENSG00000229689,0.814701,0.658208,0.799848,0.951705,0.20026,1.006701
ENSG00000229690,0,0,0,0,0,0
ENSG00000229693,0,0,0,0,0,0
ENSG00000229695,0,0,0,0,0,0
ENSG00000229696,0,0,0,0,0,0
ENSG00000229698,4.598384,234.907857,333.466631,320.69562,0.963406,219.461822
ENSG00000229700,0.743112,0.66984,1.741743,0.87577,0.221695,0.893584
ENSG00000229701,0,0,0,0,0,0
ENSG00000229703,0.426021,0.729568,1.531893,0,0,0
ENSG00000229704,0,0,0,0,0,0
ENSG00000229706,0,0,0,0,0,0
ENSG00000229707,0,0,0,0,0,0
ENSG00000229708,0,0,0,0,0,0
ENSG00000229709,0,0,0,0,0,0
ENSG00000229713,0,0,0,0,0,0
ENSG00000229715,0,0.341171,0,0.728558,0.470356,0
ENSG00000229716,0,0,0,0,0,0
ENSG00000229721,0,0,0.423642,0.265631,0,0.186149
ENSG00000229724,0,0,0,0,0,0
ENSG00000229725,0,0,0,0,0,0
ENSG00000229730,0,0,0,0,0,0
ENSG00000229731,0,0,0,0,0,0
ENSG00000229733,0,0,0,0,0,0
ENSG00000229735,0,0,0,0,0,0
ENSG00000229738,0,0,0,0,0,0
ENSG00000229741,0,0,0,0,0,0
ENSG00000229742,0,0,0,0,0,0
ENSG00000229744,0,0,0,0,0,0
ENSG00000229745,0,0,0,0,0,0
ENSG00000229747,0,0,0,0,0,0
ENSG00000229749,0,0,0,0,0,0
ENSG00000229752,0,0,0,0,0,0
ENSG00000229753,0,0,0,0,0,0
ENSG00000229754,0,0,0,0,0,0
ENSG00000229756,0,0,0,0,0,0
ENSG00000229757,0,0,0,0,0,0
ENSG00000229758,0,0,0,0,0,0
ENSG00000229759,0,0,0,0,0,0
ENSG00000229760,0,0,0,0,0,0
ENSG00000229761,0,0,0,0,0,0
ENSG00000229762,0,0,0,0,0,0
ENSG00000229765,0,0,0,0,0,0
ENSG00000229767,0,0,0,0,0,0
ENSG00000229769,0,0,0,0,0,0
ENSG00000229781,0,0,0,0,0,0
ENSG00000229785,0.125501,0,0,0,0,0
ENSG00000229786,0,0,0,0,0,0
ENSG00000229794,0,0,0,0,0,0
ENSG00000229795,2.66326,0,0,9.225942,0,2.181429
ENSG00000229798,0,0,0,0,0,0
ENSG00000229800,0,0,0,0,0,0
ENSG00000229806,0,0,0,0,0,0
ENSG00000229808,0.856564,0.824412,1.42208,1.270031,0.137457,0.675197
ENSG00000229809,29.232757,28.215672,21.74651,24.577752,19.604257,21.911316
ENSG00000229814,0,0,0,0,0,0
ENSG00000229815,0,0,0,0,0,0
ENSG00000229816,0.8399,0.676049,1.04109,0.8672,0.094645,0.538638
ENSG00000229817,0,0,0,0,0,0
ENSG00000229820,0,1.113575,0,0.752489,0,0
ENSG00000229822,0,0,0,0,0,0
ENSG00000229824,0,0,0,0,0,0
ENSG00000229826,0,0,0,0,0,0
ENSG00000229827,0,0,0,0,0,0
ENSG00000229828,0.869089,0.072369,0,0,0.073841,0.226527
ENSG00000229829,0,0,0,0,0,0
ENSG00000229830,0,0,0,0,0,0
ENSG00000229831,0,0,0,0,0,0
ENSG00000229833,67.509259,120.830509,105.649912,95.268654,105.994186,103.348943
ENSG00000229834,0,0,0,0,0,0
ENSG00000229835,0,0,0,0,0,0
ENSG00000229840,0,0,0,0,0,0
ENSG00000229842,0,0,0,0,0,0
ENSG00000229849,0,0,0,0,0,0
ENSG00000229853,0.428113,0,0,0,0,0
ENSG00000229856,0,0,0,0,0,2.174893
ENSG00000229857,0,0,0,0,0,0
ENSG00000229858,0,0,0,0,0,0
ENSG00000229859,0,0,0,0.068179,0,0
ENSG00000229863,0,0,0,0,0,0
ENSG00000229865,0,0,0,0,0,0
ENSG00000229870,0,0,0,0,0,0
ENSG00000229871,0,0,0,0,0,0
ENSG00000229875,0,0,0,0,0,0
ENSG00000229877,0,0,0.156572,0,0,0
ENSG00000229878,0,0,0,0,0,0
ENSG00000229880,0,0,0,0,0,0
ENSG00000229885,0,0,0,0,0,0
ENSG00000229886,0,0,0,0,0,0
ENSG00000229887,0,0,0,0,0,0
ENSG00000229890,0,0,0,0,0,0
ENSG00000229892,0,0,0,0,0,0
ENSG00000229894,0,0.047368,0,0,0,0
ENSG00000229897,0,0,0,0,0,0
ENSG00000229898,0.759778,0.923407,0.736651,0.617574,0,0
ENSG00000229899,0,0,0,0,0,0
ENSG00000229900,0,0,0,0,0,0
ENSG00000229906,0,0,0,0,0,0
ENSG00000229907,0,0,0,0,0,0
ENSG00000229909,0,0,0,0,0,0
ENSG00000229910,0,0,0,0,0,0
ENSG00000229911,0,0,0,0,0,0
ENSG00000229914,0,0,0,0,0,0
ENSG00000229917,0.177957,0,0.951418,0.397272,0.630538,0.281873
ENSG00000229919,0,0,0,0,0,0
ENSG00000229920,0.160068,0,0.139273,0,0,0
ENSG00000229924,0,0,0,0,0,0
ENSG00000229926,0,0,0,0,0,0
ENSG00000229927,0,0,0,0.329271,0.515618,0
ENSG00000229929,8.500992,13.97828,13.185432,13.246884,3.573566,13.553882
ENSG00000229930,0,0,0,0,0,0
ENSG00000229932,0,0,0,0,0,0
ENSG00000229935,0,0,0,0,0,0
ENSG00000229937,0,0,0,0,0,0
ENSG00000229939,0,0,0,0,0,1.368327
ENSG00000229940,0,0,0,0,0,0
ENSG00000229942,0,2.860458,0.497415,2.387289,0,1.245015
ENSG00000229944,0,0,0,0,0,0
ENSG00000229946,0,0,0,0,0,0
ENSG00000229948,0,0,0,0,0,0
ENSG00000229949,0,0,0,0,0,0
ENSG00000229954,0,0,0.220133,0,0,0.098853
ENSG00000229959,0,0,0,1.55579,0,0
ENSG00000229961,0,0,0,0,0,0
ENSG00000229965,0,0,0,0,0,0
ENSG00000229968,0,0,0,0,0,0
ENSG00000229972,0,0,0,0,0,0
ENSG00000229975,0,0,0,0,0,0
ENSG00000229977,0,0,0,0,0,0
ENSG00000229978,0,0,0,0,0,0
ENSG00000229979,0,0,0,0,0,0
ENSG00000229982,0,0,0,0,0,0
ENSG00000229985,0,0,0,0,0,0
ENSG00000229988,0,0,0,0,0,0
ENSG00000229991,0,0,0,0,0,0
ENSG00000229992,0,0,0,0,0,0
ENSG00000229994,0.136894,0,0,0,0,0
ENSG00000229995,0,0,0,0,0,0
ENSG00000230003,0,0,0,0,0,0
ENSG00000230006,3.41296,2.187971,4.352182,4.333277,0.77816,1.440464
ENSG00000230009,0,0,0,0,0,0
ENSG00000230011,0,0,0,0,0,0
ENSG00000230016,0,0,0,0,0,0
ENSG00000230018,0,0,0,0,0,0
ENSG00000230019,0,0,0,0,0,0
ENSG00000230021,5.632129,4.196006,9.188743,5.565942,1.864107,2.424042
ENSG00000230022,0,0,0,0,0,0
ENSG00000230025,0,0,0,0,0,0
ENSG00000230026,0,0,0,0,0,0
ENSG00000230029,0,0,0,0,0,0
ENSG00000230031,0,0,0,0,0,0
ENSG00000230034,56.178508,36.248342,60.82332,41.053575,22.90992,30.950251
ENSG00000230037,0,0,0,0,0,0
ENSG00000230039,0,0,0,0,0,0
ENSG00000230042,1.476535,0.938728,1.137115,1.425363,0.374203,1.004055
ENSG00000230043,0,0,0,0,0,0
ENSG00000230044,0,0,0,0,0,0
ENSG00000230045,0,0,0,0,0,0
ENSG00000230047,0,0,0,0,0,0
ENSG00000230052,0,0,0,0,0,0
ENSG00000230053,0,0,0,0,0,0
ENSG00000230054,0,0,0,0,0,0
ENSG00000230062,0,0,0,0,0,0
ENSG00000230066,0,0,0,0,0,0
ENSG00000230067,0.060477,0,0.314252,0,0,0
ENSG00000230069,0.324079,0,0,0.551437,0.672798,0
ENSG00000230071,0.576257,0.653853,0.430001,0.627292,0.920482,0.519238
ENSG00000230073,0,0,0,0,0,0
ENSG00000230076,0,0,0,0,0,0
ENSG00000230077,0,0,0,0,0,0
ENSG00000230079,0,0,0,0,0,0
ENSG00000230080,0,0,0,0,0,0
ENSG00000230081,0,0,0,0,0,0
ENSG00000230083,0,0,0,0,0,0
ENSG00000230086,0,0,0,0,0,0
ENSG00000230087,0,0,0,0,0,0
ENSG00000230088,0,0,0,0,0,0
ENSG00000230092,8.78869,5.207964,9.488527,4.328661,0.742627,9.655025
ENSG00000230097,0,0,0,0,0,0
ENSG00000230099,1.136989,25.353853,3.012145,3.78176,0,18.054828
ENSG00000230101,0,0,0,0,0,0
ENSG00000230104,0,0,0,0,0,0
ENSG00000230106,0,0,0,0,0,0
ENSG00000230111,0,0,0,0,0,0
ENSG00000230112,0,0,0,0,0,0
ENSG00000230116,0,0,0,0,0,0
ENSG00000230118,0,0,0,0,0,0
ENSG00000230119,0,0,0,0,0,0
ENSG00000230122,0,0,0,0,0,0
ENSG00000230123,0,0,0,0,0,0
ENSG00000230124,38.15691,27.08557,28.380059,28.309493,23.07433,31.402905
ENSG00000230125,0,0,0,0,0,0
ENSG00000230130,0,0,0,0,0,0
ENSG00000230132,0,0,0,0,0,0
ENSG00000230136,0,0,0,0,0,0
ENSG00000230137,0,0,0,0,0,0
ENSG00000230143,8.70837,6.681807,11.383959,8.833754,1.587417,0
ENSG00000230146,0,0,0,0,0,0
ENSG00000230147,1.662656,0,0,0,0,0
ENSG00000230154,0,0,0,0,0,0
ENSG00000230157,0,0,0,0,0,0
ENSG00000230158,0,0,0,0,0,0
ENSG00000230160,0,0,0,0,0,0
ENSG00000230161,0,0,0,0,0,0
ENSG00000230162,0.196479,0,0.171701,0,0,0.07751
ENSG00000230165,0,0,0,0,0,0
ENSG00000230166,0,0,0,0,0,0
ENSG00000230169,0,0,0,0,0,0
ENSG00000230170,0,0,0,0,0,0
ENSG00000230171,0,0,0,0,0,0
ENSG00000230175,0,0,0,0,0,0
ENSG00000230178,0,0,0,0,0,0
ENSG00000230180,0,0,0,0,0,0
ENSG00000230182,0,0,0,0,0,0
ENSG00000230183,0,0,0,0.310689,0,0
ENSG00000230187,0,0,0,0,0,0
ENSG00000230188,0,0,0,0,0,0
ENSG00000230189,1.42723,0.946866,3.238146,2.614047,0.07008,0.281781
ENSG00000230191,0,0,0,0,0,0
ENSG00000230192,0,0,0,0,0,0
ENSG00000230194,0,0,2.957593,0,0,0
ENSG00000230196,0,0,0,0,0,0
ENSG00000230198,0,0,0,0,0,0
ENSG00000230199,0,0,0,0,0,0
ENSG00000230201,0.475097,0,0,0.269515,0,0
ENSG00000230202,0,0.394448,0,0,0,0.353456
ENSG00000230203,0,0,0,0,0,0
ENSG00000230204,0,0,0,0,0,0
ENSG00000230207,0,0,0,0,0,0
ENSG00000230208,0,0,0,0,0,0
ENSG00000230209,0,0,0,0,0,0
ENSG00000230213,0,0,0,0,0,0
ENSG00000230214,0,0,0,0,0,0
ENSG00000230216,0,0,0,0,0.351416,0.235914
ENSG00000230219,0,0,0,0,0,0
ENSG00000230221,0,0,0,0,0,0
ENSG00000230224,0.151456,0.402781,0.268144,0,0,0
ENSG00000230225,0,0,0.59472,0.278883,0.050222,0.269145
ENSG00000230227,0,0,0,0,0,0
ENSG00000230228,0,0,0,0,0,0
ENSG00000230230,0,0,0,0,0,0
ENSG00000230231,0,0,0,0,0,0
ENSG00000230237,0,0,0,0,0,0
ENSG00000230238,0.168419,0,0,0,0.016301,0
ENSG00000230239,0,0,0,0,0,0
ENSG00000230240,0,0,0,0,0,0
ENSG00000230241,0,0,0,0,0,0
ENSG00000230243,0,0,0,0,0,0
ENSG00000230244,0,0,0,0,0,0
ENSG00000230245,0,0,0,1.055638,0,0
ENSG00000230246,0,0,0,0,0,0
ENSG00000230247,0,0,0,0,0,0
ENSG00000230249,0,0,0,0,0,0
ENSG00000230251,0,0,0,0,0,0
ENSG00000230252,0,0,0,0,0,0
ENSG00000230254,836.037185,1588.473982,1571.081414,1316.617268,393.791255,1103.951523
ENSG00000230256,0,0,0,0,0,0
ENSG00000230257,0,0.216111,0,0,0,0
ENSG00000230261,0,0,0,0,0,0
ENSG00000230265,0,0,0,0,0,0
ENSG00000230267,2.601182,3.85631,4.522631,3.014154,1.510148,2.544815
ENSG00000230268,0,0,0,0,0,0
ENSG00000230271,0,0,0,0,0,0
ENSG00000230273,0,0,0,0,0,0
ENSG00000230274,0,0,0,0,0,0
ENSG00000230275,0,0,0,0,0,0
ENSG00000230276,0,0,0,0,0,0
ENSG00000230280,0,0,0,0,0,0
ENSG00000230282,0,0,0,0,0,0
ENSG00000230283,0,0,0,0,0,0
ENSG00000230284,0,0,0,0,0,0
ENSG00000230287,0,0,0,0,0,0
ENSG00000230291,0,0,0,0,0,0
ENSG00000230293,0,0,0,0,1.247709,0
ENSG00000230295,3.374387,1.570466,2.570809,8.519464,0.517641,1.392405
ENSG00000230299,0,0,0,0,0,0
ENSG00000230301,0,0,0,0,0,0
ENSG00000230302,0,0,0,0,0,0
ENSG00000230304,0,0,0,0.086611,0,0
ENSG00000230305,7.487251,2.781113,0,1.892718,1.359096,1.291109
ENSG00000230306,0,0,4.242589,0,0,0
ENSG00000230307,0,0,0,0,0,0
ENSG00000230311,0,0,0,0,0,0
ENSG00000230312,0.260067,0.345322,0.458036,0,0.383251,0.308233
ENSG00000230318,0,0,0,0,0,0
ENSG00000230320,0,0,1.610852,0,0,0
ENSG00000230321,0,0,0,0,0,0
ENSG00000230326,0,0,0,0,0,0
ENSG00000230327,0,0,0,0,0,0
ENSG00000230328,0,0,0,0,0,0
ENSG00000230330,0,0,0,0,0,0
ENSG00000230331,0,0,0,0,0,0
ENSG00000230332,0,0.064952,0.267327,0.123206,0,0.019821
ENSG00000230335,0,0,0,0,0,0
ENSG00000230336,0,0,0,0,0,0
ENSG00000230338,0,0,0,0,0,0
ENSG00000230339,0,0,0,0,0,0
ENSG00000230342,0,0,0,0,0,0
ENSG00000230343,0,0,0,0,0,0
ENSG00000230350,0,0,0,0,0,0
ENSG00000230353,0,0,0,0,0,0
ENSG00000230355,0,0,0,0,0,0
ENSG00000230356,0,0,0,0,0,0
ENSG00000230357,0,0,0,0,0,0
ENSG00000230358,0,0,0,0.167186,0,0
ENSG00000230359,0.343102,0.345311,0.380997,0.846427,0.316936,0.192931
ENSG00000230360,0,0,0,0,0,0
ENSG00000230361,0,0,0,0,0,0
ENSG00000230362,0,0,0,0,0,0
ENSG00000230364,0,0,0,0,0,0
ENSG00000230370,0,0,0,0,0,0
ENSG00000230371,0,0,0,0,0,0
ENSG00000230373,47.499991,40.481934,51.123614,44.457571,4.255757,18.377894
ENSG00000230375,0,0,0,0,0,0
ENSG00000230376,0,0,0,0,0,0
ENSG00000230377,0,0,0,0,0,0
ENSG00000230383,0,0,0,0,0,0
ENSG00000230384,0,0,0,0,0,0
ENSG00000230386,0,0,0,0,0,0
ENSG00000230391,0,0,0,0,0,0
ENSG00000230395,0,0,0,0,0,0
ENSG00000230397,0,0,0,0,0,0
ENSG00000230398,0,0,0,0,0,0
ENSG00000230399,0,0,0,0,0,0
ENSG00000230405,0,0,0,0,0,0
ENSG00000230406,0,0,0,0,0,0
ENSG00000230407,0,0,0,0,0,0
ENSG00000230409,0.328559,0.845441,0.417242,0,0,0
ENSG00000230411,0,0,0,0,0,0
ENSG00000230413,0,0,0.699908,0.363334,0,0
ENSG00000230416,0,0,0,0,0,0
ENSG00000230418,0,0,0,0,0,0
ENSG00000230419,1.027938,0,0,0,0,0
ENSG00000230422,0,0,0,0,0,0
ENSG00000230425,0,0,0,0,0,0
ENSG00000230428,0,0,1.818466,0,0,0
ENSG00000230441,0,0,0,0,0,0
ENSG00000230444,0,0.478078,0.31989,0,0,0
ENSG00000230445,0,0.075784,0.057066,0.061681,0.016872,0.045181
ENSG00000230447,0,0,0,0,0,0
ENSG00000230450,0,0,0,0,0,0
ENSG00000230451,0,0,0,0,0,0
ENSG00000230453,0.384203,0.043173,0.126489,1.809656,0.043259,0.057918
ENSG00000230456,7.542821,2.544014,5.831927,5.293508,1.22397,1.735738
ENSG00000230457,0.838433,0.411334,0.894378,1.018391,0,0.587844
ENSG00000230459,0,0,0,0,0,0
ENSG00000230463,26.864816,3.026308,1.356245,3.009967,29.824775,3.337003
ENSG00000230465,0,0,0,0,0,0
ENSG00000230467,0,0.064952,0,0,0,0
ENSG00000230468,0,0,0,0,0,0
ENSG00000230469,0,0,0,0,0,0
ENSG00000230474,0,0,0,0,0,0
ENSG00000230475,0,12.432939,9.483729,27.398263,0,19.13941
ENSG00000230476,0,0,0,0,0,0
ENSG00000230477,0,0,0,0,0,0
ENSG00000230478,0,0,0,0,0,0
ENSG00000230480,0,0,0,0,0,0
ENSG00000230481,0,0,0,0,0,0
ENSG00000230482,0.500788,0.456286,0,0,0,0
